X;Balance
3226;9587.333333
3227;8326.5
3228;7973.833333
3229;9604.666667
3230;9043.833333
3231;8677.333333
3232;5838.833333
3233;4078.666667
3234;4973.5
3235;5779.833333
3236;5436
3237;8360.833333
3238;6462.166667
3239;6619.333333
3240;5326.166667
3241;6598.333333
3242;4709.833333
3243;3641.166667
3244;4389.166667
3245;6504.5
3246;3785.166667
3247;4992.166667
3248;4630.666667
3249;5920.166667
3250;2962.166667
3251;2906.333333
3252;4452
3253;5149.333333
3254;1614.166667
3255;3818.833333
3256;4830.166667
3257;5295.333333
3258;3142.333333
3259;3109
3260;5232.333333
3261;7181.666667
3262;5220.666667
3263;6808.333333
3264;6582.333333
3265;7334.5
3266;5347.833333
3267;5746.833333
3268;7309.666667
3269;9097.166667
3270;5189
3271;6828.833333
3272;6015.333333
3273;6783.833333
3274;4457.666667
3275;3158
3276;5629.166667
3277;8934
3278;7157
3279;7574.333333
3280;7297.666667
3281;7004.833333
3282;7015.166667
3283;6630.166667
3284;7097.166667
3285;8660.666667
3286;8367.333333
3287;8778.666667
3288;8061.5
3289;7041.833333
3290;6661.833333
3291;6886.166667
3292;6575.666667
3293;9506.166667
3294;9664.166667
3295;9572.666667
3296;6688
3297;8666.166667
3298;6083.833333
3299;5610.833333
3300;6637
3301;9982
3302;6393.833333
3303;8346.5
3304;6443.333333
3305;7717.666667
3306;4356.166667
3307;3357.666667
3308;4180.833333
3309;7078.333333
3310;4230.666667
3311;6537
3312;6090
3313;8641.666667
3314;5495
3315;4924
3316;6171.666667
3317;8241.833333
3318;5135
3319;7273.333333
3320;6687.833333
3321;10091.83333
3322;7241.166667
3323;6450.5
3324;6966.166667
3325;8172.166667
3326;6317.333333
3327;8523.833333
3328;7754.166667
3329;9902.5
3330;6916.333333
3331;6802.5
3332;7500.666667
3333;8737.833333
3334;6622
3335;7399.5
3336;5392
3337;6983.833333
3338;6099.666667
3339;6169.333333
3340;6104.5
3341;8192.666667
3342;7561.333333
3343;6972.333333
3344;5874.833333
3345;8059.333333
3346;7979.166667
3347;7082.333333
3348;5378.166667
3349;8790.666667
3350;9966.5
3351;9410.666667
3352;7302.333333
3353;9101.666667
3354;6331.166667
3355;6090.5
3356;7082.5
3357;9250.166667
3358;7178.833333
3359;8141.5
3360;6940.166667
3361;9504.666667
3362;6652.833333
3363;5946.833333
3364;6203.333333
3365;7173
3366;3959.833333
3367;6168.333333
3368;5110.5
3369;6485.333333
3370;5714.5
3371;4663.5
3372;4402.333333
3373;7254.833333
3374;5823
3375;5848.5
3376;4704.166667
3377;6239.5
3378;5487.833333
3379;5268.5
3380;4648
3381;6671.666667
3382;4282.5
3383;6311.166667
3384;5450.833333
3385;6887.833333
3386;6037.833333
3387;6581
3388;5628.666667
3389;7566.666667
3390;4025.166667
3391;4743.666667
3392;4068.166667
3393;4596.666667
3394;3942.166667
3395;4092.5
3396;3779.333333
3397;5765.166667
3398;3354
3399;3183.666667
3400;2448.166667
3401;3230.833333
3402;2978.666667
3403;2422.166667
3404;3922
3405;8335.833333
3406;6356.833333
3407;4994.5
3408;4532.333333
3409;6789.5
3410;4573.666667
3411;4383.333333
3412;4599.833333
3413;6551.5
3414;3247
3415;3964.5
3416;2550
3417;4444.833333
3418;2218
3419;1514
3420;2214.333333
3421;5449.833333
3422;3070.5
3423;3869.333333
3424;3301.333333
3425;4105.666667
3426;3260.333333
3427;3132.166667
3428;5137.333333
3429;8400.5
3430;5241.166667
3431;5418.166667
3432;4359.833333
3433;4844.333333
3434;3258
3435;3448.5
3436;5270.333333
3437;8563.666667
3438;4870.166667
3439;6202.333333
3440;5610
3441;6297.333333
3442;3378.166667
3443;3421.333333
3444;6440.833333
3445;8620.5
3446;6646.666667
3447;6769.333333
3448;7004.5
3449;7425.666667
3450;6885
3451;6132
3452;7114
3453;10995.83333
3454;10537.16667
3455;7346.333333
3456;4638.333333
3457;5262.333333
3458;5474.833333
3459;5346
3460;6039.166667
3461;8764
3462;10479.83333
3463;9047.666667
3464;7395.5
3465;8915.833333
3466;7085.333333
3467;6695
3468;8335.333333
3469;10385.83333
3470;9594
3471;9470.333333
3472;8204.333333
3473;9674.166667
3474;7628.333333
3475;6922
3476;7705.833333
3477;10327.66667
3478;8970.333333
3479;8623.666667
3480;7654.166667
3481;9467.333333
3482;7867.666667
3483;6328.166667
3484;6852
3485;10163.5
3486;8338
3487;9123
3488;7423.333333
3489;9339.333333
3490;7099.833333
3491;6054.166667
3492;6811.833333
3493;9657.833333
3494;7863.5
3495;8636.333333
3496;7742.333333
3497;9539
3498;7177.666667
3499;6593.166667
3500;7712.833333
3501;10489.16667
3502;9332.166667
3503;8385.5
3504;7962
3505;7418.333333
3506;7443.333333
3507;8196
3508;7173.166667
3509;9498.166667
3510;10096
3511;8878.5
3512;7510.333333
3513;6404.333333
3514;5024.5
3515;5715
3516;5873.666667
3517;7505.666667
3518;10779.83333
3519;9805
3520;8887.333333
3521;9618.5
3522;8411
3523;7942.5
3524;8875.833333
3525;9935.666667
3526;8785
3527;8488.333333
3528;7626.5
3529;9442.5
3530;6494.5
3531;5636.333333
3532;6317.166667
3533;8532.666667
3534;8375.333333
3535;8314.5
3536;7124.666667
3537;7275.666667
3538;7613.833333
3539;6885.333333
3540;8347.833333
3541;10129.83333
3542;8091.666667
3543;9343.166667
3544;8185.166667
3545;9407.5
3546;8582
3547;8387
3548;8259.666667
3549;11271.33333
3550;10858.83333
3551;9393.833333
3552;9246.666667
3553;10602
3554;9866.833333
3555;8562.166667
3556;8561.833333
3557;8941.5
3558;7981.5
3559;8320.333333
3560;7217.666667
3561;9614.666667
3562;8532.833333
3563;7495.666667
3564;5732.5
3565;8234
3566;7731.166667
3567;6012.5
3568;4363.333333
3569;6171.5
3570;5939.666667
3571;4843
3572;5042.666667
3573;8084.5
3574;5759.166667
3575;5161.833333
3576;2391.333333
3577;3002.5
3578;1180.333333
3579;1903.5
3580;2921
3581;4248.666667
3582;1621.5
3583;3177.5
3584;1659
3585;2231.333333
3586;1178.333333
3587;763.1666667
3588;1244.333333
3589;2659.5
3590;1027
3591;1774.333333
3592;1667.166667
3593;2454.333333
3594;1289.666667
3595;1505.666667
3596;2633
3597;4522.166667
3598;2059.5
3599;2794.5
3600;1627.5
3601;2307.333333
3602;511.1666667
3603;2392.666667
3604;3454.666667
3605;4682.166667
3606;2319.833333
3607;3491.666667
3608;1765
3609;2986
3610;288.6666667
3611;1340.166667
3612;3125
3613;5844.5
3614;4593
3615;4534.5
3616;4803
3617;5455.833333
3618;5035.666667
3619;5008.833333
3620;5371.166667
3621;9480.333333
3622;8776.666667
3623;6426.166667
3624;6191.833333
3625;8830.833333
3626;8218.833333
3627;6371.166667
3628;5111.833333
3629;6732.833333
3630;7004
3631;5208.666667
3632;5140.833333
3633;7256.833333
3634;5425.666667
3635;4660.666667
3636;6570.5
3637;8374
3638;8955.5
3639;7968
3640;6059
3641;7965.833333
3642;5562.333333
3643;4152.333333
3644;4996.833333
3645;7255.5
3646;8639.333333
3647;7097.333333
3648;6554.166667
3649;9693.333333
3650;7241.833333
3651;5335.666667
3652;6895
3653;8876.166667
3654;10222
3655;8829.833333
3656;7650.166667
3657;10793.33333
3658;8583.833333
3659;5928.666667
3660;4639.5
3661;5804
3662;6325.5
3663;5038.5
3664;5842.833333
3665;8301.833333
3666;6094.166667
3667;4533.666667
3668;5091.5
3669;7081.333333
3670;7872.5
3671;7073.666667
3672;6373
3673;8544.666667
3674;8642.666667
3675;7301.5
3676;6605.5
3677;9516.333333
3678;10265.66667
3679;8240.666667
3680;8182.5
3681;9833.333333
3682;9953
3683;10124.83333
3684;9034.666667
3685;8918.666667
3686;10651.33333
3687;10130.33333
3688;8683.5
3689;9506.833333
3690;6884.166667
3691;6686.5
3692;6561.666667
3693;8903
3694;10903
3695;9321.333333
3696;8548.5
3697;10359
3698;7808.166667
3699;5771.666667
3700;5667.833333
3701;7595.166667
3702;6699.166667
3703;5991.166667
3704;5403.333333
3705;7062
3706;4254.666667
3707;3871.5
3708;4782.166667
3709;7326.833333
3710;6631.333333
3711;6004.833333
3712;4998.166667
3713;7838
3714;4565
3715;4192.666667
3716;5888.5
3717;8304.166667
3718;9661.333333
3719;8138
3720;7193.833333
3721;10027
3722;7051.666667
3723;5737
3724;5394.166667
3725;8467
3726;11211.5
3727;9007.666667
3728;7573.166667
3729;10389.5
3730;10154.16667
3731;8359.166667
3732;6286.5
3733;8955.333333
3734;10367.33333
3735;8509.5
3736;7239.166667
3737;8000.5
3738;7717.833333
3739;4970.833333
3740;2797.666667
3741;4278.5
3742;8464.333333
3743;7497.166667
3744;5734.666667
3745;6564.333333
3746;4047
3747;3455.666667
3748;4465.666667
3749;5968.166667
3750;5142
3751;5693.166667
3752;5498.5
3753;7466.833333
3754;5196.333333
3755;3837.5
3756;4470.5
3757;6267.833333
3758;6685.666667
3759;6609
3760;5410.166667
3761;7291
3762;5628
3763;3476
3764;3747.333333
3765;5448.666667
3766;7454.833333
3767;6411.833333
3768;6250.5
3769;8029.166667
3770;4882.333333
3771;3270.833333
3772;3875.5
3773;5580.333333
3774;8521.166667
3775;6752.5
3776;4759.666667
3777;7612.5
3778;4549.333333
3779;3879.833333
3780;3552.833333
3781;4625.333333
3782;6972.666667
3783;7212
3784;4559.5
3785;5623.166667
3786;5125.5
3787;3451.5
3788;1337.833333
3789;2793.833333
3790;2968.166667
3791;2944.333333
3792;1966.833333
3793;1993.833333
3794;1682
3795;1069.833333
3796;378.8333333
3797;869
3798;3666.666667
3799;4198.333333
3800;2863
3801;5168.666667
3802;4395.5
3803;3000.5
3804;1996.833333
3805;3454.666667
3806;4720.666667
3807;3675.166667
3808;3092.833333
3809;4893.833333
3810;2802.166667
3811;1046.833333
3812;787.1666667
3813;2473.5
3814;4854
3815;3445.833333
3816;2616.166667
3817;4186.833333
3818;2649.166667
3819;771
3820;659
3821;1755
3822;3329.833333
3823;3244.333333
3824;2383
3825;4556.166667
3826;3120.833333
3827;529.5
3828;560.6666667
3829;2010.166667
3830;4391.5
3831;4062.666667
3832;2209.166667
3833;5046.333333
3834;3875.833333
3835;221.5
3836;-900.8333333
3837;749.3333333
3838;4228.666667
3839;3960.833333
3840;3063
3841;6010.166667
3842;6148
3843;5662
3844;4036
3845;4911.5
3846;5931.333333
3847;4309.833333
3848;4593.333333
3849;8139.833333
3850;8872.333333
3851;6942.833333
3852;5011.333333
3853;6138.833333
3854;7334.166667
3855;5403
3856;3467.166667
3857;5088
3858;3392.833333
3859;2275.666667
3860;2050.166667
3861;3895.833333
3862;5155.166667
3863;3303.833333
3864;2562.5
3865;5129.5
3866;4394
3867;2528.166667
3868;2064.666667
3869;3078.666667
3870;6149.5
3871;4794.333333
3872;3649.833333
3873;6489.666667
3874;5007.5
3875;1913.166667
3876;2647.5
3877;4525.333333
3878;7039
3879;5842.5
3880;7206.5
3881;9669.833333
3882;10145.33333
3883;9201.333333
3884;6996.333333
3885;8557.333333
3886;9708.833333
3887;9090.833333
3888;6635
3889;8098.833333
3890;8844.333333
3891;8388
3892;6148.166667
3893;7725.5
3894;9232.5
3895;8526.5
3896;8699
3897;9355.5
3898;9377.333333
3899;8834.5
3900;6657.333333
3901;8913.166667
3902;10282.33333
3903;8428.833333
3904;6131.833333
3905;7336.333333
3906;7215
3907;4759
3908;3843.333333
3909;6169.333333
3910;9912.333333
3911;8788.166667
3912;7374
3913;9358
3914;8154.5
3915;7019.333333
3916;5728.333333
3917;8822
3918;11357.16667
3919;10587.5
3920;8317.333333
3921;9865.666667
3922;8368
3923;5660.5
3924;4929
3925;7185
3926;9396.166667
3927;8839.833333
3928;7733.333333
3929;10347.33333
3930;8568.333333
3931;6129.833333
3932;5575
3933;7905.833333
3934;10538.33333
3935;9975.5
3936;9918.833333
3937;11774.5
3938;12264
3939;12296.33333
3940;12388.16667
3941;12400.66667
3942;11945.5
3943;11781
3944;11642
3945;11712.5
3946;11791.33333
3947;11129.83333
3948;10925.66667
3949;10886.16667
3950;12320.5
3951;11342
3952;9929.5
3953;10949.5
3954;11616.33333
3955;11488.66667
3956;10613.66667
3957;11444.66667
3958;11276.33333
3959;10401.66667
3960;5805.333333
3961;4522.166667
3962;3907
3963;3479.166667
3964;3702
3965;3929.5
3966;10009.66667
3967;10642.33333
3968;8837.5
3969;9345
3970;7652.833333
3971;5378
3972;5995.333333
3973;7042
3974;8275.666667
3975;7921.666667
3976;6184.166667
3977;8670.166667
3978;7933
3979;7312.5
3980;7874.666667
3981;8444
3982;9191.166667
3983;7797.666667
3984;5397.5
3985;7907.666667
3986;5899.833333
3987;4648.5
3988;4941.833333
3989;6451.5
3990;9075.166667
3991;7699.166667
3992;5601.166667
3993;7982.833333
3994;7999.833333
3995;6748.833333
3996;7540
3997;8522.333333
3998;9809.166667
3999;8370.333333
4000;7144.833333
4001;10047.33333
4002;9178.5
4003;7229.833333
4004;5698.166667
4005;7323
4006;11296.16667
4007;10722.33333
4008;9315.333333
4009;10853.33333
4010;10540.83333
4011;11074.16667
4012;9951.833333
4013;9413.5
4014;10253.83333
4015;9078.833333
4016;7804.666667
4017;9677.666667
4018;9741.5
4019;8795.333333
4020;7597
4021;9645
4022;10991
4023;10873.33333
4024;10409.66667
4025;10863.66667
4026;11152.33333
4027;10416.66667
4028;8529.166667
4029;10582
4030;11754.66667
4031;10677.66667
4032;9796.166667
4033;11820.66667
4034;10281.66667
4035;9421.333333
4036;7215
4037;9774.166667
4038;11587.16667
4039;10822.16667
4040;7864.666667
4041;10206.16667
4042;10294.33333
4043;7754
4044;5432.666667
4045;6870.166667
4046;9697
4047;9017.333333
4048;6951.5
4049;9293
4050;8607.5
4051;7477.333333
4052;6572.833333
4053;7892.166667
4054;10771.16667
4055;10223.83333
4056;8312.666667
4057;10838.33333
4058;10475.66667
4059;10014.33333
4060;9851.166667
4061;10104.5
4062;12050.5
4063;11158.33333
4064;10025.33333
4065;11924.16667
4066;11554.66667
4067;10512.66667
4068;9094.333333
4069;9872
4070;10945.16667
4071;9708
4072;8029.166667
4073;8674.333333
4074;9073
4075;6941.833333
4076;3537.833333
4077;6705.5
4078;10400.33333
4079;9890.5
4080;7839.5
4081;8725.5
4082;7890.833333
4083;4900.5
4084;3824
4085;4924.833333
4086;6545.833333
4087;7460
4088;6112.5
4089;8964.166667
4090;8593.166667
4091;6429.5
4092;5883.666667
4093;8124.5
4094;8115
4095;6329.833333
4096;5543.5
4097;7633.833333
4098;7949.5
4099;6455.166667
4100;6609.666667
4101;7765.5
4102;8371.5
4103;8026.833333
4104;7420.5
4105;10285.16667
4106;10882.16667
4107;10306
4108;9217.333333
4109;10399.66667
4110;11957.33333
4111;10141.5
4112;7262.833333
4113;9992.666667
4114;10635.5
4115;9996
4116;8191.166667
4117;8690.833333
4118;10584.5
4119;10097.83333
4120;9153.166667
4121;10662.16667
4122;10529.33333
4123;7277
4124;3157.833333
4125;5422.333333
4126;9919.5
4127;9285.833333
4128;7840.333333
4129;9136.333333
4130;9848.333333
4131;8180.666667
4132;5100.5
4133;7749.833333
4134;11053.5
4135;11097.5
4136;10040.16667
4137;10393.83333
4138;9043.5
4139;6704.166667
4140;5129.166667
4141;7544
4142;9374
4143;9115
4144;7369.166667
4145;10013.33333
4146;8895.333333
4147;8124.166667
4148;6939.666667
4149;8121.5
4150;10497.5
4151;9603.5
4152;8570.333333
4153;11078.33333
4154;10388.66667
4155;8490.5
4156;7791.5
4157;9795.833333
4158;11955.16667
4159;9959.166667
4160;8449.166667
4161;10266.66667
4162;9517.666667
4163;6713.833333
4164;6113.666667
4165;8156.166667
4166;10167.16667
4167;10243
4168;9840.833333
4169;11042.66667
4170;11584.5
4171;9669.666667
4172;6648.666667
4173;9410
4174;11570.83333
4175;11421.66667
4176;11472.33333
4177;11163.16667
4178;10766.33333
4179;9135.166667
4180;6292.833333
4181;7478.5
4182;10804
4183;9031.666667
4184;7741.166667
4185;8741.333333
4186;8972
4187;6862.5
4188;3849
4189;5764.333333
4190;9860.833333
4191;8744.833333
4192;7552
4193;9486.666667
4194;10661.33333
4195;7944
4196;5527.166667
4197;7260.5
4198;11985.66667
4199;10852.83333
4200;10298
4201;10711
4202;9874.166667
4203;6562
4204;5085.166667
4205;6580.166667
4206;9580.166667
4207;9271.166667
4208;8050.833333
4209;10706.66667
4210;10541.16667
4211;8463.666667
4212;6738.333333
4213;7551.833333
4214;9684.333333
4215;9478.833333
4216;8679
4217;10877.5
4218;11178.33333
4219;8835.833333
4220;5501.333333
4221;6079.166667
4222;8716.5
4223;8790
4224;8237.166667
4225;10400.33333
4226;10711.33333
4227;7546.833333
4228;4776.5
4229;5788.666667
4230;8539.166667
4231;8294.666667
4232;9133
4233;10273.16667
4234;10238.83333
4235;9903.5
4236;8242.5
4237;8236.5
4238;10674.16667
4239;10709.16667
4240;10012.83333
4241;9261
4242;9070.833333
4243;7244
4244;5602.5
4245;7953.666667
4246;10793.66667
4247;10883
4248;10894.83333
4249;10681.5
4250;10476.33333
4251;8438.833333
4252;7513.666667
4253;9441.666667
4254;11604.33333
4255;10533.83333
4256;10047.5
4257;11635.83333
4258;11484.33333
4259;9862.666667
4260;8300.166667
4261;8786.5
4262;9582.333333
4263;9716.666667
4264;10286.16667
4265;11317.33333
4266;11418.33333
4267;9028.666667
4268;7204.666667
4269;7951
4270;9295
4271;8803.5
4272;8217
4273;10264
4274;7294.666667
4275;4866.833333
4276;5059.5
4277;5559.666667
4278;6476.166667
4279;7767.666667
4280;6757.5
4281;8295
4282;9457
4283;7664.333333
4284;6679
4285;6189.833333
4286;7838.166667
4287;9102.166667
4288;10368
4289;11006.33333
4290;10554.66667
4291;9395.166667
4292;6130.666667
4293;6474
4294;8517
4295;8799.166667
4296;7402.5
4297;8694.833333
4298;8430
4299;4668.166667
4300;2487.833333
4301;3410.333333
4302;6567.666667
4303;7080.5
4304;7650.5
4305;9198.166667
4306;8275.166667
4307;4695.333333
4308;2951.333333
4309;3597.166667
4310;5963.5
4311;7443
4312;7592.166667
4313;10599
4314;8963.333333
4315;6557.833333
4316;5181.166667
4317;5260
4318;7761
4319;8833.5
4320;8681.5
4321;11227.16667
4322;10567.16667
4323;7824.5
4324;6884.166667
4325;6902.666667
4326;8328.166667
4327;8110.333333
4328;7379
4329;10630.16667
4330;8273.5
4331;4685.666667
4332;2870
4333;3247.333333
4334;5372.333333
4335;6481.666667
4336;7510.166667
4337;10486.83333
4338;9258
4339;5619.166667
4340;4203.666667
4341;6589.666667
4342;9296.5
4343;8858.833333
4344;9655.5
4345;11289.83333
4346;10815.16667
4347;9401.5
4348;8294.666667
4349;9466.5
4350;10610.66667
4351;10380.83333
4352;10026.5
4353;10628.5
4354;10058
4355;8935.333333
4356;9139.333333
4357;9425
4358;11073.66667
4359;11006.33333
4360;10492.16667
4361;10734.5
4362;10647.83333
4363;8643.166667
4364;6980.833333
4365;7336
4366;9107
4367;9008.666667
4368;9054.333333
4369;10188.16667
4370;9661
4371;7221.833333
4372;5559.833333
4373;6584.333333
4374;9148.666667
4375;9811.166667
4376;10098.33333
4377;10509.66667
4378;10150.33333
4379;7579.666667
4380;6499.5
4381;7341
4382;8879.166667
4383;9044.166667
4384;8649.166667
4385;10098.66667
4386;9420.166667
4387;6184.333333
4388;4153.833333
4389;5749.5
4390;9265.166667
4391;9786.666667
4392;10180.83333
4393;10809.83333
4394;10407.83333
4395;8293.166667
4396;5204.5
4397;8315.666667
4398;11222.66667
4399;11191.16667
4400;11279
4401;10919.16667
4402;11138
4403;11312.5
4404;11375.16667
4405;11342.16667
4406;11600.83333
4407;11620.5
4408;11319.5
4409;10802.5
4410;10498.5
4411;8874.666667
4412;6470.666667
4413;8744.166667
4414;11413.83333
4415;10766.66667
4416;10059
4417;10310
4418;9763.833333
4419;7988.166667
4420;7316.666667
4421;8832.833333
4422;9932.166667
4423;10782.83333
4424;10996.33333
4425;10793.83333
4426;11207.83333
4427;11157.5
4428;11008
4429;11323.5
4430;11491.33333
4431;11174.33333
4432;10924.83333
4433;10608.83333
4434;10892.16667
4435;10565.83333
4436;10572.5
4437;10656.83333
4438;10543
4439;10697.83333
4440;10482.33333
4441;10396.33333
4442;10408.83333
4443;10332.5
4444;9990.833333
4445;10532
4446;10693.16667
4447;10180.16667
4448;10709.33333
4449;10833.66667
4450;10869.16667
4451;10117.16667
4452;9467.333333
4453;10160.33333
4454;10787.83333
4455;10558.66667
4456;10553.83333
4457;10548
4458;10735.33333
4459;10889.5
4460;10856.66667
4461;10954
4462;10921
4463;10927.16667
4464;11212.83333
4465;11053.5
4466;10984.33333
4467;11145.16667
4468;11070.66667
4469;11655.5
4470;12625.33333
4471;12770.16667
4472;12743.5
4473;12504.33333
4474;12870.33333
4475;13022.5
4476;13105.5
4477;12926
4478;12996.33333
4479;12925.83333
4480;12646.83333
4481;12419.5
4482;12711.83333
4483;12453.33333
4484;10235.83333
4485;11748.66667
4486;12917
4487;12220
4488;12456.66667
4489;12452.83333
4490;11984.83333
4491;10197.16667
4492;8221.5
4493;9551
4494;10925.33333
4495;10382.33333
4496;11934.66667
4497;12526.5
4498;11835.83333
4499;10843.33333
4500;8155.666667
4501;9305.666667
4502;11792.16667
4503;11785.16667
4504;12128.33333
4505;11995.33333
4506;12331.33333
4507;10688.83333
4508;7072
4509;9479
4510;12125
4511;10603.66667
4512;12165.33333
4513;12479.83333
4514;12457.66667
4515;12226.83333
4516;9710.166667
4517;11218.16667
4518;12772.83333
4519;12064.16667
4520;11648.66667
4521;12428.16667
4522;12419.66667
4523;12168.5
4524;11164.33333
4525;12322.83333
4526;12575.5
4527;12700.66667
4528;12592.33333
4529;12276.16667
4530;12292.33333
4531;11342.66667
4532;10603.33333
4533;11359.33333
4534;12391.66667
4535;12001.5
4536;12348.66667
4537;12619.16667
4538;12682.66667
4539;11759.66667
4540;9778
4541;9741.833333
4542;11185.66667
4543;11014
4544;11750.33333
4545;12537.5
4546;11956.83333
4547;9474.833333
4548;7250.333333
4549;7978.5
4550;11386.83333
4551;11237.83333
4552;11370.83333
4553;12364.83333
4554;12310.66667
4555;9471.333333
4556;7541.5
4557;9308
4558;11969.83333
4559;11847
4560;11945.16667
4561;12608
4562;12548.83333
4563;11258.66667
4564;9320.833333
4565;9519.666667
4566;12011
4567;12028.66667
4568;12296.16667
4569;12546.16667
4570;12598.5
4571;12654.16667
4572;12696.66667
4573;12826.33333
4574;12824.83333
4575;12399
4576;12540.33333
4577;12320
4578;12299.16667
4579;12518.5
4580;12359.33333
4581;12480
4582;12665.16667
4583;12485
4584;12412
4585;12541.16667
4586;11518.83333
4587;11351.66667
4588;11207.33333
4589;11478.66667
4590;11502.16667
4591;11385.5
4592;11368
4593;11126.83333
4594;11313
4595;11520.33333
4596;11505
4597;11802.66667
4598;12812.33333
4599;12772.83333
4600;12499.83333
4601;12105.16667
4602;12398.5
4603;12339.33333
4604;11343.16667
4605;12083
4606;12610.83333
4607;12169.33333
4608;12535
4609;12505.16667
4610;12613
4611;11346
4612;10220.5
4613;11313.33333
4614;12695.83333
4615;12260.5
4616;12600.33333
4617;12486.16667
4618;12603.83333
4619;12193.16667
4620;12015.33333
4621;12522
4622;12321.5
4623;12306.66667
4624;12358.33333
4625;11853.5
4626;12350.83333
4627;11934.66667
4628;8522
4629;9650.5
4630;12362.5
4631;11404.5
4632;10357.83333
4633;10938
4634;11732.66667
4635;9795.666667
4636;9355.833333
4637;9373.166667
4638;12178.5
4639;12464.16667
4640;12506
4641;12482.66667
4642;12235.5
4643;12517.5
4644;12189.83333
4645;12595.5
4646;12750.5
4647;12459.83333
4648;12716.5
4649;12694.83333
4650;12771.33333
4651;12708.5
4652;12687.33333
4653;12825.83333
4654;12755.83333
4655;12558.5
4656;12599.33333
4657;12586.33333
4658;12709.5
4659;12665.66667
4660;12766.33333
4661;12663
4662;12640.5
4663;12574
4664;12284.16667
4665;12075
4666;12224.33333
4667;12258.33333
4668;12335.16667
4669;12371.33333
4670;12384.5
4671;12433.5
4672;12452
4673;12534.83333
4674;12579.83333
4675;12024.5
4676;11568.66667
4677;12339.33333
4678;12364.83333
4679;12026.33333
4680;12117
4681;11486.5
4682;10725.83333
4683;10171.5
4684;7101.333333
4685;8214.166667
4686;10853.5
4687;11261
4688;10506.16667
4689;9735.5
4690;9522.166667
4691;8323
4692;5894.666667
4693;6906.666667
4694;10173.66667
4695;9001.333333
4696;7026.166667
4697;9788.5
4698;11060.5
4699;10942.83333
4700;10990.33333
4701;10918.5
4702;11241.66667
4703;10815.83333
4704;10788.16667
4705;10673.33333
4706;10925
4707;10917.83333
4708;10604.83333
4709;10915
4710;11230.83333
4711;11288.16667
4712;11116.66667
4713;10937
4714;10971
4715;10949.16667
4716;10990
4717;11107.83333
4718;11157
4719;11323.33333
4720;11081.5
4721;10866.16667
4722;11119.16667
4723;10699.66667
4724;10505
4725;10442.16667
4726;10975.83333
4727;10980.83333
4728;10459
4729;10783.66667
4730;10469.16667
4731;10040
4732;10078.33333
4733;10229.83333
4734;10602.33333
4735;10592.16667
4736;10305.5
4737;10142.66667
4738;10333
4739;10647.33333
4740;7902
4741;6509.833333
4742;10696.16667
4743;10621.83333
4744;6435.666667
4745;4715.5
4746;4231.666667
4747;2359.166667
4748;1811.333333
4749;3030
4750;7681.5
4751;7333.666667
4752;5856.666667
4753;6645.5
4754;10547
4755;10132.16667
4756;8959.5
4757;9891.166667
4758;11417
4759;10710.66667
4760;10669.83333
4761;11216.66667
4762;11312.33333
4763;10956.83333
4764;9719.166667
4765;10318.33333
4766;11069
4767;10087.5
4768;9294.5
4769;10853
4770;10728.16667
4771;9217.5
4772;7993.166667
4773;9564.5
4774;11161
4775;10690.83333
4776;10956.16667
4777;11432.5
4778;11283
4779;10414.33333
4780;9375.333333
4781;10438.5
4782;11694.5
4783;10638
4784;11154.5
4785;11352.16667
4786;11468.83333
4787;10763.16667
4788;9125.166667
4789;10673.16667
4790;12193.66667
4791;10614.83333
4792;10790.66667
4793;12206.83333
4794;11778
4795;9635
4796;7351.5
4797;8511.833333
4798;10931
4799;9397.166667
4800;8326.5
4801;8225.166667
4802;9789.833333
4803;7795.166667
4804;5921.666667
4805;7284
4806;10067
4807;10011.83333
4808;10791.83333
4809;11090.16667
4810;10982
4811;8793.333333
4812;8075
4813;9692.166667
4814;11005.5
4815;9965.333333
4816;10511.16667
4817;12257
4818;11598.66667
4819;9402.666667
4820;7888.666667
4821;10130.66667
4822;9803.666667
4823;8376.333333
4824;10012.66667
4825;12694.33333
4826;12100.83333
4827;8864.333333
4828;7193.333333
4829;10068.83333
4830;10700.33333
4831;9592.166667
4832;10858
4833;12449
4834;12428.83333
4835;8671.666667
4836;6549.666667
4837;8996.666667
4838;10424.16667
4839;9324.666667
4840;10116
4841;12543.16667
4842;12425.5
4843;9015.666667
4844;7664.5
4845;9811.666667
4846;10891.66667
4847;9530.666667
4848;9728.5
4849;11935.66667
4850;11823.83333
4851;11112.83333
4852;8818.166667
4853;10484.83333
4854;11658.66667
4855;9640.833333
4856;8675.5
4857;10259.33333
4858;10921.66667
4859;11223.16667
4860;10351.83333
4861;10930
4862;11763
4863;10308.16667
4864;10520.66667
4865;12093.16667
4866;11340.16667
4867;8428.166667
4868;7256.666667
4869;8492.166667
4870;8823.666667
4871;7930.333333
4872;8956.166667
4873;12279.83333
4874;10121.16667
4875;7165
4876;5977.5
4877;6831.166667
4878;7635.5
4879;6944.666667
4880;9477.666667
4881;12136.33333
4882;10210.83333
4883;6499.166667
4884;5344.5
4885;6276.166667
4886;7237.333333
4887;6924.5
4888;7985.333333
4889;10675.66667
4890;8699.333333
4891;5171.166667
4892;4633.333333
4893;5242
4894;5907.833333
4895;6197.166667
4896;7859.833333
4897;11142.5
4898;8358.333333
4899;5833.833333
4900;5316.5
