X;Balance
734;1310.833333
735;1106.666667
736;781
737;1611.666667
738;-759
739;-885
740;715.8333333
741;3413.5
742;3462
743;3522
744;1514.333333
745;2158.833333
746;519.8333333
747;92.33333333
748;699
749;3123
750;2181.166667
751;2760.666667
752;2080.666667
753;2777.166667
754;486
755;632.1666667
756;497.8333333
757;2619
758;1889.5
759;1589.5
760;808.8333333
761;1396.666667
762;508.1666667
763;818.8333333
764;988.1666667
765;1997.166667
766;1703.333333
767;1365.333333
768;-512.8333333
769;142.1666667
770;-243.5
771;123.1666667
772;765
773;2766.833333
774;2677.5
775;2267.5
776;-272.8333333
777;356.8333333
778;-1634.5
779;-3094
780;-2762.333333
781;761
782;1041.833333
783;307.3333333
784;1069.5
785;2397.5
786;575.1666667
787;-556.8333333
788;692.1666667
789;3376.833333
790;4030.333333
791;3708.333333
792;3166.333333
793;4691.666667
794;2959.333333
795;1630.666667
796;1919.333333
797;4543.666667
798;5776.833333
799;5677.333333
800;4392.833333
801;7008.666667
802;4125
803;3059.666667
804;3796.166667
805;5100.5
806;5466.5
807;5081
808;5371.166667
809;8477.666667
810;5931
811;5252.333333
812;6175.833333
813;6756.833333
814;7992.5
815;5364.166667
816;3015.833333
817;3416.833333
818;3439.333333
819;3162.666667
820;3075.166667
821;5056.666667
822;6982.166667
823;5677.333333
824;4106.333333
825;3639.833333
826;4582.166667
827;5993.833333
828;3274.833333
829;3611.833333
830;8822.333333
831;7253.833333
832;5146.5
833;6449.833333
834;5878.333333
835;5428.833333
836;5640.5
837;6909.833333
838;8410.833333
839;7201.833333
840;6674.5
841;9861.333333
842;6621.166667
843;5677.666667
844;5455.166667
845;6706.333333
846;6978.333333
847;6845
848;7083.833333
849;10271.5
850;7974.833333
851;5760.833333
852;4782.5
853;7100.5
854;9662
855;9348
856;9397
857;8459.333333
858;9821.666667
859;7207
860;6772.666667
861;7560.833333
862;9269.333333
863;9276
864;6394.833333
865;6845.333333
866;8487.5
867;6159.833333
868;6629
869;7906
870;9144
871;6629.333333
872;5761.5
873;8346.333333
874;8114.666667
875;7264.666667
876;6419.833333
877;8195
878;8531.333333
879;7171
880;4310.5
881;4748.5
882;4555.166667
883;3182
884;2733.5
885;4278.166667
886;8638.166667
887;7297.833333
888;5795.833333
889;6647.833333
890;5507
891;3905.666667
892;5295.666667
893;6649.666667
894;7026.333333
895;5728.833333
896;6302.333333
897;7912.833333
898;6233.166667
899;4735.5
900;5380.333333
901;7524.166667
902;8207.166667
903;7760.166667
904;7578.166667
905;10190
906;7989.666667
907;5369.5
908;5130.833333
909;7342
910;9525.166667
911;7685.333333
912;7036.5
913;10340.5
914;8322
915;5988.833333
916;5924
917;7647.5
918;9931
919;9025.333333
920;7598.5
921;9613.833333
922;9676.5
923;6057.833333
924;4673.833333
925;7122.333333
926;6910.166667
927;5589.666667
928;5426.833333
929;8191.5
930;8253.666667
931;7220.833333
932;5833.333333
933;6504.333333
934;7789.166667
935;5488.333333
936;2582.5
937;4793
938;4834.666667
939;4269.166667
940;2190.5
941;4732.333333
942;6726.666667
943;5127.5
944;3153.5
945;4273.5
946;2782.5
947;781.5
948;1507.833333
949;1946.166667
950;2412.833333
951;2330.5
952;2605.166667
953;5900.166667
954;4272.5
955;2259.333333
956;2763.166667
957;4531.333333
958;4748.666667
959;4239.833333
960;4743.166667
961;6265.666667
962;6646.666667
963;4675
964;1232.166667
965;2618.666667
966;7011.833333
967;4901.166667
968;4228
969;6414
970;4897
971;2087.833333
972;2195.5
973;4192.333333
974;5137.666667
975;5160.833333
976;5032.666667
977;8148.333333
978;6777.5
979;3985
980;3991.666667
981;5508.166667
982;8009
983;7642.333333
984;6875.5
985;10232.16667
986;9860
987;7466.666667
988;5224
989;7908.666667
990;10338.5
991;8475.166667
992;7070.5
993;8195.333333
994;8892.833333
995;6745.333333
996;5650.5
997;8178.833333
998;11324
999;10932.83333
1000;9190.5
1001;9875.333333
1002;9474.5
1003;7665.666667
1004;7485.666667
1005;9953.666667
1006;11529.5
1007;10242.66667
1008;9283.5
1009;11741.16667
1010;10789.16667
1011;8208.333333
1012;8179.166667
1013;9903.5
1014;11998.66667
1015;10468.83333
1016;11445.16667
1017;12635.5
1018;12682.5
1019;12804.16667
1020;12489.33333
1021;12789
1022;12631.16667
1023;12449.83333
1024;12175
1025;11874
1026;12125.16667
1027;11432
1028;9898.5
1029;11133.83333
1030;12673.16667
1031;12622.16667
1032;12042.66667
1033;12008.5
1034;12478.5
1035;12578.16667
1036;11432
1037;12498.66667
1038;12564.66667
1039;10194.5
1040;9583.666667
1041;9380
1042;10254.83333
1043;10655.33333
1044;9642.5
1045;10427.5
1046;10679.5
1047;10257.66667
1048;6609.333333
1049;5554
1050;6976.166667
1051;8886.333333
1052;5525.5
1053;5758.833333
1054;10167
1055;10526.16667
1056;9748
1057;9646.166667
1058;9886.166667
1059;8054.5
1060;8367.666667
1061;11071.83333
1062;11911.83333
1063;10986.83333
1064;10059.83333
1065;11611.16667
1066;10192
1067;5893.666667
1068;6460.833333
1069;10102.66667
1070;11699.33333
1071;10681.16667
1072;10357
1073;12417
1074;9359.833333
1075;5418
1076;5733.666667
1077;6359.333333
1078;8068.666667
1079;8960
1080;8797.166667
1081;12102.83333
1082;9561.5
1083;5348.5
1084;5332.333333
1085;6676.166667
1086;6698.333333
1087;7658.666667
1088;7119
1089;9977
1090;7243.833333
1091;5357.166667
1092;6175.166667
1093;8148
1094;9165
1095;8366.166667
1096;9008.333333
1097;11106
1098;10751.5
1099;10183.83333
1100;8276.333333
1101;8794.833333
1102;8924.833333
1103;8033.333333
1104;8529.833333
1105;9032.833333
1106;8668.833333
1107;6313.666667
1108;3519.833333
1109;6680
1110;9590
1111;8228
1112;6965.833333
1113;8638.833333
1114;9233.666667
1115;8501
1116;7747.666667
1117;8892.333333
1118;8740.5
1119;8292.833333
1120;8871.666667
1121;10110.33333
1122;7873.5
1123;3603.166667
1124;2863.166667
1125;5434.166667
1126;5599.333333
1127;6466.333333
1128;7295.5
1129;9260.833333
1130;6089
1131;3958.333333
1132;3795.166667
1133;6742.333333
1134;6837
1135;7317.833333
1136;6601
1137;8961
1138;7094.833333
1139;5156.666667
1140;5844.333333
1141;7259.5
1142;6761.666667
1143;6310.333333
1144;5468.166667
1145;8162
1146;3993.333333
1147;2695.833333
1148;3309.833333
1149;6494.166667
1150;7074
1151;5428.666667
1152;4552.333333
1153;6915.166667
1154;6102.333333
1155;4251.166667
1156;3640.5
1157;6069.666667
1158;6392.333333
1159;5115.5
1160;4136.833333
1161;5542.166667
1162;4495.666667
1163;5145.666667
1164;5760.333333
1165;7940.5
1166;9022.166667
1167;8012.5
1168;7367.5
1169;8293.666667
1170;5894.333333
1171;4126
1172;5810.166667
1173;8202.166667
1174;9086.666667
1175;8715.833333
1176;8244.166667
1177;11070.83333
1178;8486.333333
1179;4263.833333
1180;2636.833333
1181;4535.166667
1182;5456.166667
1183;5980.166667
1184;6614.5
1185;9224.166667
1186;6332.666667
1187;3691
1188;3938.166667
1189;5720.5
1190;6771.833333
1191;6128
1192;7856.666667
1193;10864.5
1194;6509.833333
1195;3199.333333
1196;3530
1197;5573.166667
1198;5894
1199;6815.333333
1200;7557.166667
1201;9201
1202;7954.333333
1203;5800.333333
1204;6615.333333
1205;9340.166667
1206;10382.33333
1207;10664.5
1208;9815.5
1209;10135.16667
1210;8998.833333
1211;7368
1212;7906
1213;9724.5
1214;9213.833333
1215;8799.666667
1216;4251.666667
1217;3055.333333
1218;3307.5
1219;5250.833333
1220;3430.833333
1221;4265.333333
1222;9895
1223;10065.66667
1224;8496.666667
1225;7724.833333
1226;9356.333333
1227;9238.833333
1228;9030.5
1229;10429
1230;11581
1231;10399
1232;10941.16667
1233;11694.5
1234;11111.83333
1235;8711.166667
1236;8371.166667
1237;9575.166667
1238;11525.66667
1239;10853.66667
1240;10899.83333
1241;11761.5
1242;11060
1243;9405.833333
1244;9167.166667
1245;10640.33333
1246;11347.66667
1247;11553.5
1248;11571.83333
1249;11628.66667
1250;11534.83333
1251;9004.333333
1252;8129.833333
1253;10089.5
1254;11421.16667
1255;11517.16667
1256;11676.83333
1257;11545.33333
1258;11321.16667
1259;9599.333333
1260;9540
1261;10686
1262;10720
1263;11463.33333
1264;10833.66667
1265;10730
1266;10561.5
1267;10316.66667
1268;8463.166667
1269;9407
1270;10584.83333
1271;9777.666667
1272;9607.666667
1273;9196.666667
1274;8637.666667
1275;9524
1276;6946.666667
1277;7222.833333
1278;9767.666667
1279;9412.833333
1280;9270.666667
1281;9566
1282;9102.666667
1283;7809.166667
1284;7601.5
1285;9296.5
1286;10864
1287;10267.5
1288;10597.66667
1289;11937
1290;11301.16667
1291;8331.666667
1292;7067.5
1293;8079.333333
1294;10756.33333
1295;10636.66667
1296;10594.66667
1297;11400.16667
1298;11069.5
1299;8725.333333
1300;7780.333333
1301;9190.166667
1302;10504
1303;10374.5
1304;9673.833333
1305;10882.83333
1306;10073.66667
1307;6760.166667
1308;4513.333333
1309;6442.166667
1310;9305.666667
1311;9748.833333
1312;9151.333333
1313;10033.33333
1314;9818.166667
1315;6527.666667
1316;6130.5
1317;7991.166667
1318;11244
1319;9083.166667
1320;8960.5
1321;8303
1322;8371.5
1323;8333.333333
1324;4349.833333
1325;5060.166667
1326;7973.666667
1327;7730.166667
1328;6277
1329;6670.333333
1330;6876.5
1331;3694.166667
1332;2310.333333
1333;5390.166667
1334;7725.166667
1335;7807
1336;8354.833333
1337;8756.166667
1338;9308.333333
1339;7602.166667
1340;5705.5
1341;5672.166667
1342;6626.166667
1343;8249.5
1344;9773.833333
1345;10912.83333
1346;9690.333333
1347;5262
1348;3755.333333
1349;4239.5
1350;5812.5
1351;6818.5
1352;8557.166667
1353;10404
1354;7679.333333
1355;2666.333333
1356;1163.666667
1357;2415.5
1358;4611
1359;5952.833333
1360;7413.5
1361;10370.83333
1362;6390.833333
1363;2739.833333
1364;1796.833333
1365;3260
1366;6088.666667
1367;7600.5
1368;8046.166667
1369;10423
1370;8345.333333
1371;4358
1372;3855.333333
1373;4809.333333
1374;6797.166667
1375;7380.833333
1376;7378
1377;6409.5
1378;8038.666667
1379;8358.166667
1380;8032.833333
1381;8744.666667
1382;8483.166667
1383;7383
1384;5763.666667
1385;5337.5
1386;6201.333333
1387;5393.5
1388;3843
1389;4369.166667
1390;7866.833333
1391;8110.5
1392;6983.666667
1393;6906.5
1394;7357.166667
1395;5509.166667
1396;4940
1397;6360
1398;5993.166667
1399;5952.666667
1400;6685.333333
1401;9633.666667
1402;6622.5
1403;3872.666667
1404;4232.666667
1405;6094.666667
1406;6208.166667
1407;6188.166667
1408;6853.833333
1409;8807.333333
1410;7793
1411;4559.333333
1412;4833.5
1413;5975.333333
1414;6245.333333
1415;7215.166667
1416;7147.166667
1417;9578.833333
1418;7238.666667
1419;4646.666667
1420;4701.166667
1421;6151.166667
1422;7092.166667
1423;7949.166667
1424;7687.166667
1425;10033.16667
1426;8792.833333
1427;5565
1428;5670.666667
1429;7808.5
1430;9627.5
1431;9428.333333
1432;8889
1433;8631.166667
1434;8689.333333
1435;9826.166667
1436;8742.666667
1437;9463
1438;9607.666667
1439;8843.666667
1440;6672.166667
1441;5528.5
1442;5676
1443;4738.166667
1444;3002.166667
1445;4920.833333
1446;8816.666667
1447;8825
1448;8726.666667
1449;9288
1450;7847
1451;4680.333333
1452;3751.833333
1453;4557.833333
1454;5788.333333
1455;6952.333333
1456;7666.666667
1457;10319
1458;8373
1459;4303
1460;2729
1461;3246.666667
1462;5404.166667
1463;6671.5
1464;7703.833333
1465;10144.66667
1466;7713.166667
1467;5242.666667
1468;5648.333333
1469;7714.833333
1470;8371.166667
1471;8552.333333
1472;8359.833333
1473;10449
1474;9558
1475;6590.333333
1476;5551
1477;6843.833333
1478;8194.5
1479;8130
1480;8163
1481;10245
1482;9373.166667
1483;6910.166667
1484;5317.666667
1485;5439.166667
1486;7017.5
1487;7729
1488;9109.833333
1489;9833.666667
1490;9275.166667
1491;7803.666667
1492;7370.333333
1493;8592.333333
1494;9593.5
1495;9952.5
1496;8390
1497;8531.333333
1498;8202.166667
1499;7252.166667
1500;5948.666667
1501;6482.333333
1502;9049.166667
1503;9482.666667
1504;10420.5
1505;10092.83333
1506;10453.66667
1507;6653.5
1508;4690.166667
1509;5972.666667
1510;8152.166667
1511;9167.333333
1512;10246.16667
1513;10676.83333
1514;9854.333333
1515;6033.166667
1516;2828.666667
1517;4295.333333
1518;6025.833333
1519;7743.5
1520;9576
1521;10806.83333
1522;9839.5
1523;4741.5
1524;2659.666667
1525;4441.5
1526;7014.5
1527;8484
1528;9724.166667
1529;10445.5
1530;9392.666667
1531;6202.166667
1532;3381.833333
1533;4062.833333
1534;6991.5
1535;8293.333333
1536;8979.5
1537;11285.16667
1538;9922.5
1539;5016.5
1540;3720.833333
1541;4102.166667
1542;6576.166667
1543;7671.333333
1544;7644.666667
1545;8952.5
1546;8163
1547;5172.333333
1548;3555
1549;5193.333333
1550;7149.166667
1551;7131.166667
1552;8129.666667
1553;8688.333333
1554;8432.333333
1555;8293.333333
1556;5592.333333
1557;6563.666667
1558;8655.666667
1559;8622
1560;9489.333333
1561;9800.666667
1562;8735
1563;4948
1564;2948.666667
1565;3452.5
1566;6306
1567;7267.333333
1568;7452.166667
1569;9419.333333
1570;7374
1571;3233.666667
1572;1253.666667
1573;2610.333333
1574;4708
1575;5965
1576;7407
1577;9550.5
1578;8289
1579;4820
1580;2528
1581;3822.166667
1582;7281
1583;7829.666667
1584;8111.166667
1585;9513.666667
1586;8707.166667
1587;6626.333333
1588;4656.5
1589;4915.666667
1590;8021.166667
1591;8169.166667
1592;8207.166667
1593;9269.833333
1594;9192.666667
1595;5850.833333
1596;3181.833333
1597;3950
1598;6880
1599;8057.666667
1600;9133.833333
1601;10081
1602;9640.5
1603;9837.5
1604;7897
1605;8396.333333
1606;9718.666667
1607;9462.166667
1608;9101.166667
1609;9462
1610;9053.833333
1611;8687.5
1612;6530
1613;7235.333333
1614;10006.83333
1615;10046.16667
1616;9452.5
1617;10161.5
1618;9223.333333
1619;5775.166667
1620;3383
1621;4150
1622;6700
1623;7175
1624;7074.333333
1625;9579.5
1626;6963.833333
1627;3567
1628;2077
1629;3356.333333
1630;6156.166667
1631;6815.166667
1632;6650.333333
1633;9412.333333
1634;8448.5
1635;4943.333333
1636;2963.5
1637;4490.5
1638;6536.166667
1639;6409.333333
1640;7262.833333
1641;10238.83333
1642;8785
1643;6287.166667
1644;4336.5
1645;5753.166667
1646;8102.333333
1647;8149.666667
1648;8583.166667
1649;10364.16667
1650;9507.5
1651;7248
1652;5637
1653;6443.833333
1654;9876.166667
1655;9940.333333
1656;8443
1657;9497
1658;10124.16667
1659;7888.166667
1660;6109
1661;6477.5
1662;7672.666667
1663;7310.166667
1664;8702
1665;9992.666667
1666;9876.5
1667;8801.166667
1668;6900.5
1669;9309.333333
1670;11106.5
1671;9875.166667
1672;10233.66667
1673;11429.33333
1674;11376.16667
1675;9207.666667
1676;7303.166667
1677;7725.333333
1678;8927.5
1679;8280.166667
1680;8719.666667
1681;11217.66667
1682;10349.16667
1683;7094.333333
1684;5704
1685;6671.5
1686;9603.5
1687;9374.5
1688;9142.666667
1689;10794
1690;10083.33333
1691;6061.333333
1692;4436.166667
1693;5458.5
1694;7316.5
1695;8475.5
1696;8813.333333
1697;11904
1698;11268.5
1699;8097.666667
1700;5810.666667
1701;7076.333333
1702;9574.333333
1703;9484
1704;10284.83333
1705;12383.16667
1706;11995
1707;8939.5
1708;6759.5
1709;8197
1710;11873.83333
1711;10596.66667
1712;9202.666667
1713;11841.16667
1714;11219.66667
1715;8972.166667
1716;5533.5
1717;5150.666667
1718;6939.333333
1719;6243.666667
1720;7780.333333
1721;10769.83333
1722;11197.5
1723;9478.333333
1724;7527.833333
1725;9532.833333
1726;11366.66667
1727;9486.333333
1728;9319.833333
1729;11806
1730;11662.16667
1731;8852.333333
1732;6883.666667
1733;8368.333333
1734;10037.16667
1735;9491.666667
1736;10173.5
1737;12068.33333
1738;11182.66667
1739;8063.333333
1740;6036.666667
1741;7843.833333
1742;10452.16667
1743;10276.66667
1744;10577.33333
1745;12374
1746;12048.16667
1747;10515.16667
1748;10294.16667
1749;11314.33333
1750;12119.5
1751;11455.16667
1752;11136.83333
1753;12295.5
1754;12509.5
1755;11611.33333
1756;9929
1757;11506
1758;12113.5
1759;11412.33333
1760;11905.83333
1761;12440.66667
1762;12614.16667
1763;12478.83333
1764;12142.16667
1765;12435.83333
1766;12222.66667
1767;11201.66667
1768;10267.16667
1769;10438
1770;10292.66667
1771;10847.16667
1772;8646.5
1773;9267.5
1774;10725
1775;10736.83333
1776;9831.833333
1777;9293.666667
1778;9392.5
1779;9115.166667
1780;6599.5
1781;8464.166667
1782;10510.33333
1783;10547
1784;10223.33333
1785;10151.66667
1786;10622.66667
1787;10367.5
1788;8661.833333
