Regions;YYMM;YY;MM;Capa_Thermique;Capa_Solaire;Capa_Hydraulique;Capa_Nucleaire;Capa_Eolien;Capa_Renouvelable;Capa_Totale
AURA;1301;13;1;0;412.8064516;11660;13570;357;12429.80645;25999.80645
AURA;1302;13;2;0;417.9642857;11660;13570;357;12434.96429;26004.96429
AURA;1303;13;3;0;423.1935484;11660;13570;357;12440.19355;26010.19355
AURA;1304;13;4;0;428.5;11660;13570;357;12445.5;26015.5
AURA;1305;13;5;0;433.8064516;11660;13570;357;12450.80645;26020.80645
AURA;1306;13;6;0;439.2333333;11660;13570;357;12456.23333;26026.23333
AURA;1307;13;7;0;444.516129;11660;13570;357;12461.51613;26031.51613
AURA;1308;13;8;0;450;11660;13570;357;12467;26037
AURA;1309;13;9;0;455.3333333;11660;13570;357;12472.33333;26042.33333
AURA;1310;13;10;0;460.6451613;11660;13570;357;12477.64516;26047.64516
AURA;1311;13;11;0;466.0333333;11660;13570;357;12483.03333;26053.03333
AURA;1312;13;12;0;471.3548387;11660;13570;357;12488.35484;26058.35484
AURA;1401;14;1;0;478.7419355;11660;13570;357.8064516;12496.54839;26066.54839
AURA;1402;14;2;0;487.6071429;11660;13570;359.3928571;12507;26077
AURA;1403;14;3;0;496.4193548;11660;13570;360.8709677;12517.29032;26087.29032
AURA;1404;14;4;0;505.5;11660;13570;362.5;12528;26098
AURA;1405;14;5;0;514.6129032;11660;13570;364.0967742;12538.70968;26108.70968
AURA;1406;14;6;0;523.7;11660;13570;365.6;12549.3;26119.3
AURA;1407;14;7;0;532.8387097;11660;13570;367.3225806;12560.16129;26130.16129
AURA;1408;14;8;0;542.0967742;11660;13570;368.8387097;12570.93548;26140.93548
AURA;1409;14;9;0;551.2;11660;13570;370.4666667;12581.66667;26151.66667
AURA;1410;14;10;0;560.2903226;11660;13570;372.0645161;12592.35484;26162.35484
AURA;1411;14;11;0;569.4;11660;13570;373.6;12603;26173
AURA;1412;14;12;0;578.5483871;11660;13570;375.2580645;12613.80645;26183.80645
AURA;1501;15;1;0;585.8064516;11660;13570;377.0967742;12622.90323;26192.90323
AURA;1502;15;2;0;590.9642857;11660;13570;379.2142857;12630.17857;26200.17857
AURA;1503;15;3;0;596.1935484;11660;13570;381.2903226;12637.48387;26207.48387
AURA;1504;15;4;0;601.5;11660;13570;383.5;12645;26215
AURA;1505;15;5;0;606.8064516;11660;13570;385.7096774;12652.51613;26222.51613
AURA;1506;15;6;0;612.2333333;11660;13570;387.8666667;12660.1;26230.1
AURA;1507;15;7;0;617.516129;11660;13570;390.0322581;12667.54839;26237.54839
AURA;1508;15;8;0;623;11660;13570;392.2258065;12675.22581;26245.22581
AURA;1509;15;9;0;628.3333333;11660;13570;394.4;12682.73333;26252.73333
AURA;1510;15;10;0;633.6451613;11660;13570;396.6451613;12690.29032;26260.29032
AURA;1511;15;11;0;639.0333333;11660;13570;398.8;12697.83333;26267.83333
AURA;1512;15;12;0;644.3548387;11660;13570;400.9677419;12705.32258;26275.32258
AURA;1601;16;1;0;649.4516129;11660;13570;403.7419355;12713.19355;26283.19355
AURA;1602;16;2;0;654.0344828;11660;13570;407.137931;12721.17241;26291.17241
AURA;1603;16;3;0;658.6129032;11660;13570;410.5483871;12729.16129;26299.16129
AURA;1604;16;4;0;663.3;11660;13570;413.9333333;12737.23333;26307.23333
AURA;1605;16;5;0;667.9677419;11660;13570;417.3548387;12745.32258;26315.32258
AURA;1606;16;6;0;672.6333333;11660;13570;420.7;12753.33333;26323.33333
AURA;1607;16;7;0;677.2903226;11660;13570;424.2580645;12761.54839;26331.54839
AURA;1608;16;8;0;682.0322581;11660;13570;427.6451613;12769.67742;26339.67742
AURA;1609;16;9;0;686.7;11660;13570;431.0666667;12777.76667;26347.76667
AURA;1610;16;10;0;691.3870968;11660;13570;434.4516129;12785.83871;26355.83871
AURA;1611;16;11;0;696.0333333;11660;13570;437.9333333;12793.96667;26363.96667
AURA;1612;16;12;0;700.7096774;11660;13570;441.3548387;12802.06452;26372.06452
AURA;1701;17;1;0;706.1935484;11660;13570;445.483871;12811.67742;26381.67742
AURA;1702;17;2;0;712.1071429;11660;13570;450.0714286;12822.17857;26392.17857
AURA;1703;17;3;0;718;11660;13570;454.7096774;12832.70968;26402.70968
AURA;1704;17;4;0;724.1;11660;13570;459.4666667;12843.56667;26413.56667
AURA;1705;17;5;0;730.1935484;11660;13570;464.2258065;12854.41935;26424.41935
AURA;1706;17;6;0;736.3;11660;13570;469;12865.3;26435.3
AURA;1707;17;7;0;742.3870968;11660;13570;473.7741935;12876.16129;26446.16129
AURA;1708;17;8;0;748.6129032;11660;13570;478.6129032;12887.22581;26457.22581
AURA;1709;17;9;0;754.7;11660;13570;483.3666667;12898.06667;26468.06667
AURA;1710;17;10;0;760.8064516;11660;13570;488.1290323;12908.93548;26478.93548
AURA;1711;17;11;0;766.9;11660;13570;492.9333333;12919.83333;26489.83333
AURA;1712;17;12;0;773;11660;13570;497.6774194;12930.67742;26500.67742
AURA;1801;18;1;0;783.2580645;11660;13570;502.2903226;12945.54839;26515.54839
AURA;1802;18;2;0;796.6785714;11660;13570;506.6428571;12963.32143;26533.32143
AURA;1803;18;3;0;810.0967742;11660;13570;510.8709677;12980.96774;26550.96774
AURA;1804;18;4;0;823.9666667;11660;13570;515.3333333;12999.3;26569.3
AURA;1805;18;5;0;837.8064516;11660;13570;519.7419355;13017.54839;26587.54839
AURA;1806;18;6;0;851.6666667;11660;13570;524.2;13035.86667;26605.86667
AURA;1807;18;7;0;865.6451613;11660;13570;528.5806452;13054.22581;26624.22581
AURA;1808;18;8;0;879.7419355;11660;13570;533.1290323;13072.87097;26642.87097
AURA;1809;18;9;0;893.5666667;11660;13570;537.5;13091.06667;26661.06667
AURA;1810;18;10;0;907.4516129;11660;13570;542;13109.45161;26679.45161
AURA;1811;18;11;0;921.3333333;11660;13570;546.3333333;13127.66667;26697.66667
AURA;1812;18;12;0;935.1935484;11660;13570;550.8709677;13146.06452;26716.06452
AURA;1901;19;1;0;947.516129;11660;13570;553;13160.51613;26730.51613
AURA;1902;19;2;0;957.6785714;11660;13570;553;13170.67857;26740.67857
AURA;1903;19;3;0;967.9032258;11660;13570;553;13180.90323;26750.90323
AURA;1904;19;4;0;978.4;11660;13570;553;13191.4;26761.4
AURA;1905;19;5;0;988.9354839;11660;13570;553;13201.93548;26771.93548
AURA;1906;19;6;0;999.4666667;11660;13570;553;13212.46667;26782.46667
AURA;1907;19;7;0;1010;11660;13570;553;13222.03226;26792.03226
AURA;1908;19;8;0;1020.741935;11660;13570;553;13232.74194;26802.74194
AURA;1909;19;9;0;1031.233333;11660;13570;553;13243.23333;26813.23333
AURA;1910;19;10;0;1041.774194;11660;13570;553;13253.77419;26823.77419
AURA;1911;19;11;0;1052.3;11660;13570;553;13264.3;26834.3
AURA;1912;19;12;0;1062.83871;11660;13570;553;13274.83871;26844.83871
AURA;2001;20;1;0;1073.322581;11660;13570;553.2580645;13286.58065;26856.58065
AURA;2002;20;2;0;1083.344828;11660;13570;555.8275862;13299.17241;26869.17241
AURA;2003;20;3;0;1093.322581;11660;13570;558.1612903;13311.48387;26881.48387
AURA;2004;20;4;0;1103.5;11660;13570;560.8;13324.3;26894.3
AURA;2005;20;5;0;1113.677419;11660;13570;563.1612903;13336.83871;26906.83871
AURA;2006;20;6;0;1123.833333;11660;13570;565.8;13349.63333;26919.63333
AURA;2007;20;7;0;1134;11660;13570;568.1612903;13362.16129;26932.16129
AURA;2008;20;8;0;1144.322581;11660;13570;570.8387097;13375.16129;26945.16129
AURA;2009;20;9;0;1154.5;11660;13570;573.2;13387.7;26957.7
AURA;2010;20;10;0;1164.677419;11660;13570;575.8387097;13400.51613;26970.51613
AURA;2011;20;11;0;1174.833333;11660;13570;578.2;13413.03333;26983.03333
AURA;2012;20;12;0;1185;11660;13570;580.8387097;13425.83871;26995.83871
AURA;2101;21;1;0;1203.258065;11660;13570;586.516129;13449.77419;27019.77419
AURA;2102;21;2;0;1227.785714;11660;13570;594.8571429;13482.64286;27052.64286
AURA;2103;21;3;0;1252.258065;11660;13570;603.1290323;13515.3871;27085.3871
AURA;2104;21;4;0;1277.6;11660;13570;611.8;13549.4;27119.4
AURA;2105;21;5;0;1302.903226;11660;13570;620.3870968;13583.29032;27153.29032
AURA;2106;21;6;0;1328.2;11660;13570;629;13617.2;27187.2
AURA;2107;21;7;0;1353.548387;11660;13570;637.5806452;13651.12903;27221.12903
AURA;2108;21;8;0;1379.258065;11660;13570;646.3225806;13685.58065;27255.58065
AURA;2109;21;9;0;1404.6;11660;13570;654.9333333;13719.53333;27289.53333
AURA;2110;21;10;0;1429.903226;11660;13570;663.5806452;13753.48387;27323.48387
B;1301;13;1;0;133.6774194;275;0;751.3870968;1160.064516;1160.064516
B;1302;13;2;0;135.1785714;275;0;754;1164.178571;1164.178571
B;1303;13;3;0;136.483871;275;0;756.5806452;1168.064516;1168.064516
B;1304;13;4;0;137.8666667;275;0;759.2333333;1172.1;1172.1
B;1305;13;5;0;139.3870968;275;0;761.9354839;1176.322581;1176.322581
B;1306;13;6;0;140.6666667;275;0;764.6333333;1180.3;1180.3
B;1307;13;7;0;142.2580645;275;0;767.2258065;1184.483871;1184.483871
B;1308;13;8;0;143.5806452;275;0;770;1188.580645;1188.580645
B;1309;13;9;0;145.0666667;275;0;772.6666667;1192.733333;1192.733333
B;1310;13;10;0;146.483871;275;0;775.3225806;1196.806452;1196.806452
B;1311;13;11;0;147.8333333;275;0;778;1200.833333;1200.833333
B;1312;13;12;0;149.3548387;275;0;780.7096774;1205.064516;1205.064516
B;1401;14;1;0;150.6774194;275;0;783.9032258;1209.580645;1209.580645
B;1402;14;2;0;152.1785714;275;0;787.5;1214.678571;1214.678571
B;1403;14;3;0;153.483871;275;0;791.0322581;1219.516129;1219.516129
B;1404;14;4;0;154.8666667;275;0;794.7;1224.566667;1224.566667
B;1405;14;5;0;156.3870968;275;0;798.4193548;1229.806452;1229.806452
B;1406;14;6;0;157.6666667;275;0;802.0666667;1234.733333;1234.733333
B;1407;14;7;0;159.2580645;275;0;805.7419355;1240;1240
B;1408;14;8;0;160.5806452;275;0;809.483871;1245.064516;1245.064516
B;1409;14;9;0;162.0666667;275;0;813.1666667;1250.233333;1250.233333
B;1410;14;10;0;163.483871;275;0;816.8387097;1255.322581;1255.322581
B;1411;14;11;0;164.8333333;275;0;820.5;1260.333333;1260.333333
B;1412;14;12;0;166.3548387;275;0;824.2258065;1265.580645;1265.580645
B;1501;15;1;0;167.483871;275;0;827.1935484;1269.677419;1269.677419
B;1502;15;2;0;168.3571429;275;0;829.5;1272.857143;1272.857143
B;1503;15;3;0;169.2580645;275;0;831.8064516;1276.064516;1276.064516
B;1504;15;4;0;170.1333333;275;0;834.1;1279.233333;1279.233333
B;1505;15;5;0;171.0645161;275;0;836.4516129;1282.516129;1282.516129
B;1506;15;6;0;172;275;0;838.8333333;1285.833333;1285.833333
B;1507;15;7;0;172.9677419;275;0;841.0645161;1289.032258;1289.032258
B;1508;15;8;0;173.9032258;275;0;843.4516129;1292.354839;1292.354839
B;1509;15;9;0;174.8333333;275;0;845.8333333;1295.666667;1295.666667
B;1510;15;10;0;175.7096774;275;0;848.1290323;1298.83871;1298.83871
B;1511;15;11;0;176.6333333;275;0;850.5;1302.133333;1302.133333
B;1512;15;12;0;177.5483871;275;0;852.8709677;1305.419355;1305.419355
B;1601;16;1;0;178.516129;275;0;856.5806452;1310.096774;1310.096774
B;1602;16;2;0;179.5172414;275;0;861.4137931;1315.931034;1315.931034
B;1603;16;3;0;180.483871;275;0;866.2580645;1321.741935;1321.741935
B;1604;16;4;0;181.5;275;0;871.1666667;1327.666667;1327.666667
B;1605;16;5;0;182.483871;275;0;876.0967742;1333.580645;1333.580645
B;1606;16;6;0;183.5;275;0;881;1339.5;1339.5
B;1607;16;7;0;184.483871;275;0;885.9354839;1345.419355;1345.419355
B;1608;16;8;0;185.516129;275;0;890.9032258;1351.419355;1351.419355
B;1609;16;9;0;186.5;275;0;895.8333333;1357.333333;1357.333333
B;1610;16;10;0;187.516129;275;0;900.7419355;1363.258065;1363.258065
B;1611;16;11;0;188.5;275;0;905.6666667;1369.166667;1369.166667
B;1612;16;12;0;189.516129;275;0;910.5806452;1375.096774;1375.096774
B;1701;17;1;0;190.6129032;275;0;915.7419355;1381.354839;1381.354839
B;1702;17;2;0;191.8214286;275;0;920.6785714;1387.5;1387.5
B;1703;17;3;0;193.1290323;275;0;925.5806452;1393.709677;1393.709677
B;1704;17;4;0;194.3666667;275;0;930.6666667;1400.033333;1400.033333
B;1705;17;5;0;195.5806452;275;0;935.7419355;1406.322581;1406.322581
B;1706;17;6;0;196.7666667;275;0;940.8333333;1412.6;1412.6
B;1707;17;7;0;198.1612903;275;0;945.9032258;1419.064516;1419.064516
B;1708;17;8;0;199.3870968;275;0;951.0967742;1425.483871;1425.483871
B;1709;17;9;0;200.6;275;0;956.1666667;1431.766667;1431.766667
B;1710;17;10;0;201.8064516;275;0;961.2580645;1438.064516;1438.064516
B;1711;17;11;0;203.2;275;0;966.3333333;1444.533333;1444.533333
B;1712;17;12;0;204.4193548;275;0;971.4193548;1450.83871;1450.83871
B;1801;18;1;0;205.5806452;275;0;975.7419355;1456.322581;1456.322581
B;1802;18;2;0;206.7142857;275;0;978.9642857;1460.678571;1460.678571
B;1803;18;3;0;207.8064516;275;0;982.2580645;1465.064516;1465.064516
B;1804;18;4;0;209.0666667;275;0;985.5666667;1469.633333;1469.633333
B;1805;18;5;0;210.2580645;275;0;988.8709677;1474.129032;1474.129032
B;1806;18;6;0;211.4;275;0;992.3;1478.7;1478.7
B;1807;18;7;0;212.5483871;275;0;995.5483871;1483.096774;1483.096774
B;1808;18;8;0;213.7096774;275;0;999;1487.709677;1487.709677
B;1809;18;9;0;214.8666667;275;0;1002.333333;1492.2;1492.2
B;1810;18;10;0;216.1612903;275;0;1005.645161;1496.806452;1496.806452
B;1811;18;11;0;217.3;275;0;1009.033333;1501.333333;1501.333333
B;1812;18;12;0;218.4516129;275;0;1012.354839;1505.806452;1505.806452
B;1901;19;1;0;219.6774194;275;0;1015.451613;1510.129032;1510.129032
B;1902;19;2;0;221.1785714;275;0;1018.107143;1514.285714;1514.285714
B;1903;19;3;0;222.483871;275;0;1020.83871;1518.322581;1518.322581
B;1904;19;4;0;223.8666667;275;0;1023.5;1522.366667;1522.366667
B;1905;19;5;0;225.3870968;275;0;1026.258065;1526.645161;1526.645161
B;1906;19;6;0;226.6666667;275;0;1029.033333;1530.7;1530.7
B;1907;19;7;0;228.2580645;275;0;1031.83871;1535.096774;1535.096774
B;1908;19;8;0;229.5806452;275;0;1034.645161;1539.225806;1539.225806
B;1909;19;9;0;231.0666667;275;0;1037.4;1543.466667;1543.466667
B;1910;19;10;0;232.483871;275;0;1040.064516;1547.548387;1547.548387
B;1911;19;11;0;233.8333333;275;0;1042.9;1551.733333;1551.733333
B;1912;19;12;0;235.3548387;275;0;1045.645161;1556;1556
B;2001;20;1;0;236.6774194;275;0;1047.709677;1559.387097;1559.387097
B;2002;20;2;0;238.2068966;275;0;1049.344828;1562.551724;1562.551724
B;2003;20;3;0;239.516129;275;0;1050.645161;1565.16129;1565.16129
B;2004;20;4;0;240.9333333;275;0;1052.333333;1568.266667;1568.266667
B;2005;20;5;0;242.4193548;275;0;1053.645161;1571.064516;1571.064516
B;2006;20;6;0;243.7;275;0;1055.333333;1574.033333;1574.033333
B;2007;20;7;0;245.2903226;275;0;1056.645161;1576.935484;1576.935484
B;2008;20;8;0;246.5806452;275;0;1058.354839;1579.935484;1579.935484
B;2009;20;9;0;248.0666667;275;0;1059.666667;1582.733333;1582.733333
B;2010;20;10;0;249.483871;275;0;1061.354839;1585.83871;1585.83871
B;2011;20;11;0;250.8333333;275;0;1062.666667;1588.5;1588.5
B;2012;20;12;0;252.3548387;275;0;1064.354839;1591.709677;1591.709677
B;2101;21;1;0;255.7419355;275;0;1068.258065;1599;1599
B;2102;21;2;0;260.6785714;275;0;1074.357143;1610.035714;1610.035714
B;2103;21;3;0;265.5806452;275;0;1080.387097;1620.967742;1620.967742
B;2104;21;4;0;270.6666667;275;0;1086.7;1632.366667;1632.366667
B;2105;21;5;0;275.7419355;275;0;1092.967742;1643.709677;1643.709677
B;2106;21;6;0;280.8333333;275;0;1099.2;1655.033333;1655.033333
B;2107;21;7;0;285.9032258;275;0;1105.483871;1666.387097;1666.387097
B;2108;21;8;0;291.0967742;275;0;1111.83871;1677.935484;1677.935484
B;2109;21;9;0;296.1666667;275;0;1118.1;1689.266667;1689.266667
B;2110;21;10;0;301.2580645;275;0;1124.387097;1700.645161;1700.645161
BFC;1301;13;1;245;130.0967742;522;0;168.516129;820.6129032;1065.612903
BFC;1302;13;2;245;132.1071429;522;0;169.5;823.6071429;1068.607143
BFC;1303;13;3;245;134.1290323;522;0;170.4516129;826.5806452;1071.580645
BFC;1304;13;4;245;136.2333333;522;0;171.4666667;829.7;1074.7
BFC;1305;13;5;245;138.2903226;522;0;172.483871;832.7741935;1077.774194
BFC;1306;13;6;245;140.4;522;0;173.4666667;835.8666667;1080.866667
BFC;1307;13;7;245;142.483871;522;0;174.483871;838.9677419;1083.967742
BFC;1308;13;8;245;144.6451613;522;0;175.483871;842.1290323;1087.129032
BFC;1309;13;9;245;146.7;522;0;176.5;845.2;1090.2
BFC;1310;13;10;245;148.8064516;522;0;177.516129;848.3225806;1093.322581
BFC;1311;13;11;245;150.9;522;0;178.5;851.4;1096.4
BFC;1312;13;12;245;152.9677419;522;0;179.516129;854.483871;1099.483871
BFC;1401;14;1;245;154.7096774;522;0;184.8709677;861.5806452;1106.580645
BFC;1402;14;2;245;156.3214286;522;0;193.8571429;872.1785714;1117.178571
BFC;1403;14;3;245;157.6451613;522;0;202.8064516;882.4516129;1127.451613
BFC;1404;14;4;245;159.2666667;522;0;212.0666667;893.3333333;1138.333333
BFC;1405;14;5;245;160.6451613;522;0;221.3548387;904;1149
BFC;1406;14;6;245;162.2666667;522;0;230.6333333;914.9;1159.9
BFC;1407;14;7;245;163.6451613;522;0;239.9032258;925.5483871;1170.548387
BFC;1408;14;8;245;165.3225806;522;0;249.3548387;936.6774194;1181.677419
BFC;1409;14;9;245;166.6666667;522;0;258.6333333;947.3;1192.3
BFC;1410;14;10;245;168.3225806;522;0;267.8709677;958.1935484;1203.193548
BFC;1411;14;11;245;169.6666667;522;0;277.1666667;968.8333333;1213.833333
BFC;1412;14;12;245;171.3548387;522;0;286.4193548;979.7741935;1224.774194
BFC;1501;15;1;234.260274;172.6129032;522;0;294.8387097;989.4516129;1234.451613
BFC;1502;15;2;214.4589041;173.8214286;522;0;302;997.8214286;1242.821429
BFC;1503;15;3;194.6575342;175.1290323;522;0;309.0645161;1006.193548;1251.193548
BFC;1504;15;4;174.1849315;176.3666667;522;0;316.4333333;1014.8;1259.8
BFC;1505;15;5;153.7123288;177.5806452;522;0;323.7741935;1023.354839;1268.354839
BFC;1506;15;6;133.239726;178.7666667;522;0;331.1666667;1031.933333;1276.933333
BFC;1507;15;7;112.7671233;180.1612903;522;0;338.483871;1040.645161;1285.645161
BFC;1508;15;8;91.95890411;181.3870968;522;0;345.9677419;1049.354839;1294.354839
BFC;1509;15;9;71.48630137;182.6;522;0;353.3333333;1057.933333;1302.933333
BFC;1510;15;10;51.01369863;183.8064516;522;0;360.6774194;1066.483871;1311.483871
BFC;1511;15;11;30.54109589;185.2;522;0;368.0333333;1075.233333;1320.233333
BFC;1512;15;12;10.06849315;186.4193548;522;0;375.3870968;1083.806452;1328.806452
BFC;1601;16;1;0;187.3548387;522;0;382.8064516;1092.16129;1337.16129
BFC;1602;16;2;0;188;522;0;390.0689655;1100.068966;1345.068966
BFC;1603;16;3;0;189;522;0;397.2903226;1108.290323;1353.290323
BFC;1604;16;4;0;189.6666667;522;0;404.6;1116.266667;1361.266667
BFC;1605;16;5;0;190.3225806;522;0;411.9354839;1124.258065;1369.258065
BFC;1606;16;6;0;191;522;0;419.3;1132.3;1377.3
BFC;1607;16;7;0;192;522;0;426.5806452;1140.580645;1385.580645
BFC;1608;16;8;0;192.6774194;522;0;434.0645161;1148.741935;1393.741935
BFC;1609;16;9;0;193.3333333;522;0;441.4;1156.733333;1401.733333
BFC;1610;16;10;0;194.0322581;522;0;448.7096774;1164.741935;1409.741935
BFC;1611;16;11;0;195;522;0;456.0666667;1173.066667;1418.066667
BFC;1612;16;12;0;195.6774194;522;0;463.4193548;1181.096774;1426.096774
BFC;1701;17;1;0;197.9354839;522;0;474.5483871;1194.483871;1439.483871
BFC;1702;17;2;0;201.6071429;522;0;488.5714286;1212.178571;1457.178571
BFC;1703;17;3;0;205.2580645;522;0;502.516129;1229.774194;1474.774194
BFC;1704;17;4;0;209;522;0;517.0333333;1248.033333;1493.033333
BFC;1705;17;5;0;212.7741935;522;0;531.483871;1266.258065;1511.258065
BFC;1706;17;6;0;216.5;522;0;545.9;1284.4;1529.4
BFC;1707;17;7;0;220.3225806;522;0;560.3870968;1302.709677;1547.709677
BFC;1708;17;8;0;224.0967742;522;0;575.0322581;1321.129032;1566.129032
BFC;1709;17;9;0;227.8666667;522;0;589.5;1339.366667;1584.366667
BFC;1710;17;10;0;231.6129032;522;0;604;1357.612903;1602.612903
BFC;1711;17;11;0;235.4;522;0;618.4333333;1375.833333;1620.833333
BFC;1712;17;12;0;239.1935484;522;0;632.9354839;1394.129032;1639.129032
BFC;1801;18;1;0;242.2580645;522;0;642.9677419;1407.225806;1652.225806
BFC;1802;18;2;0;244.7857143;522;0;648.5;1415.285714;1660.285714
BFC;1803;18;3;0;247.1290323;522;0;653.9677419;1423.096774;1668.096774
BFC;1804;18;4;0;249.7;522;0;659.6333333;1431.333333;1676.333333
BFC;1805;18;5;0;252.1612903;522;0;665.3548387;1439.516129;1684.516129
BFC;1806;18;6;0;254.7;522;0;671.0333333;1447.733333;1692.733333
BFC;1807;18;7;0;257.1612903;522;0;676.6774194;1455.83871;1700.83871
BFC;1808;18;8;0;259.7741935;522;0;682.483871;1464.258065;1709.258065
BFC;1809;18;9;0;262.2;522;0;688.1666667;1472.366667;1717.366667
BFC;1810;18;10;0;264.8064516;522;0;693.8387097;1480.645161;1725.645161
BFC;1811;18;11;0;267.2;522;0;699.5;1488.7;1733.7
BFC;1812;18;12;0;269.8387097;522;0;705.2258065;1497.064516;1742.064516
BFC;1901;19;1;0;272.0322581;522;0;712.3548387;1506.387097;1751.387097
BFC;1902;19;2;0;273.8571429;522;0;720.5;1516.357143;1761.357143
BFC;1903;19;3;0;275.7096774;522;0;728.5483871;1526.258065;1771.258065
BFC;1904;19;4;0;277.6;522;0;736.9;1536.5;1781.5
BFC;1905;19;5;0;279.5806452;522;0;745.2580645;1546.83871;1791.83871
BFC;1906;19;6;0;281.5;522;0;753.6;1557.1;1802.1
BFC;1907;19;7;0;283.4193548;522;0;762;1567.419355;1812.419355
BFC;1908;19;8;0;285.3548387;522;0;770.4516129;1577.806452;1822.806452
BFC;1909;19;9;0;287.3333333;522;0;778.8333333;1588.166667;1833.166667
BFC;1910;19;10;0;289.2258065;522;0;787.1612903;1598.387097;1843.387097
BFC;1911;19;11;0;291.1333333;522;0;795.5333333;1608.666667;1853.666667
BFC;1912;19;12;0;293.0322581;522;0;803.9032258;1618.935484;1863.935484
BFC;2001;20;1;0;295.5483871;522;0;810.7741935;1628.322581;1873.322581
BFC;2002;20;2;0;298.5517241;522;0;816.0344828;1636.586207;1881.586207
BFC;2003;20;3;0;301.4516129;522;0;821.3225806;1644.774194;1889.774194
BFC;2004;20;4;0;304.5;522;0;826.6;1653.1;1898.1
BFC;2005;20;5;0;307.4516129;522;0;831.9677419;1661.419355;1906.419355
BFC;2006;20;6;0;310.5;522;0;837.3;1669.8;1914.8
BFC;2007;20;7;0;313.4516129;522;0;842.6129032;1678.064516;1923.064516
BFC;2008;20;8;0;316.5483871;522;0;848.0322581;1686.580645;1931.580645
BFC;2009;20;9;0;319.5;522;0;853.4;1694.9;1939.9
BFC;2010;20;10;0;322.5483871;522;0;858.6774194;1703.225806;1948.225806
BFC;2011;20;11;0;325.5;522;0;864.0666667;1711.566667;1956.566667
BFC;2012;20;12;0;328.5483871;522;0;869.3870968;1719.935484;1964.935484
BFC;2101;21;1;0;335.6451613;522;0;875.5806452;1733.225806;1967.486081
BFC;2102;21;2;0;346.0357143;522;0;882.2142857;1750.25;1964.708904
BFC;2103;21;3;0;356.516129;522;0;888.8709677;1767.387097;1962.044631
BFC;2104;21;4;0;367.3;522;0;895.7;1785;1959.184932
BFC;2105;21;5;0;378.0645161;522;0;902.5483871;1802.612903;1956.325232
BFC;2106;21;6;0;388.8333333;522;0;909.4;1820.233333;1953.473059
BFC;2107;21;7;0;399.6451613;522;0;916.2580645;1837.903226;1950.670349
BFC;2108;21;8;0;410.5806452;522;0;923.2258065;1855.806452;1947.765356
BFC;2109;21;9;0;421.3333333;522;0;930.0666667;1873.4;1944.886301
BFC;2110;21;10;0;432.1290323;522;0;936.9032258;1891.032258;1942.045957
CVDL;1301;13;1;0;141.5806452;93;11630;706.3870968;940.9677419;12570.96774
CVDL;1302;13;2;0;142.7142857;93;11630;712.7142857;948.4285714;12578.42857
CVDL;1303;13;3;0;143.8064516;93;11630;719.0322581;955.8387097;12585.83871
CVDL;1304;13;4;0;145.0666667;93;11630;725.5666667;963.6333333;12593.63333
CVDL;1305;13;5;0;146.2580645;93;11630;732.0322581;971.2903226;12601.29032
CVDL;1306;13;6;0;147.4;93;11630;738.5666667;978.9666667;12608.96667
CVDL;1307;13;7;0;148.5483871;93;11630;745.0967742;986.6451613;12616.64516
CVDL;1308;13;8;0;149.7096774;93;11630;751.7741935;994.483871;12624.48387
CVDL;1309;13;9;0;150.8666667;93;11630;758.2;1002.066667;12632.06667
CVDL;1310;13;10;0;152.1612903;93;11630;764.7741935;1009.935484;12639.93548
CVDL;1311;13;11;0;153.3;93;11630;771.2666667;1017.566667;12647.56667
CVDL;1312;13;12;0;154.4516129;93;11630;777.8387097;1025.290323;12655.29032
CVDL;1401;14;1;0;155.6129032;93;11630;783.7419355;1032.354839;12662.35484
CVDL;1402;14;2;0;156.8214286;93;11630;788.8571429;1038.678571;12668.67857
CVDL;1403;14;3;0;158.1290323;93;11630;793.9354839;1045.064516;12675.06452
CVDL;1404;14;4;0;159.3666667;93;11630;799.2333333;1051.6;12681.6
CVDL;1405;14;5;0;160.5806452;93;11630;804.483871;1058.064516;12688.06452
CVDL;1406;14;6;0;161.7666667;93;11630;809.7333333;1064.5;12694.5
CVDL;1407;14;7;0;163.1612903;93;11630;815;1071.16129;12701.16129
CVDL;1408;14;8;0;164.3870968;93;11630;820.3548387;1077.741935;12707.74194
CVDL;1409;14;9;0;165.6;93;11630;825.6;1084.2;12714.2
CVDL;1410;14;10;0;166.8064516;93;11630;830.8709677;1090.677419;12720.67742
CVDL;1411;14;11;0;168.2;93;11630;836.1666667;1097.366667;12727.36667
CVDL;1412;14;12;0;169.4193548;93;11630;841.4193548;1103.83871;12733.83871
CVDL;1501;15;1;0;171.2258065;93;11630;845.3870968;1109.612903;12739.6129
CVDL;1502;15;2;0;173.6428571;93;11630;848;1114.642857;12744.64286
CVDL;1503;15;3;0;175.9677419;93;11630;850.5806452;1119.548387;12749.54839
CVDL;1504;15;4;0;178.3666667;93;11630;853.2333333;1124.6;12754.6
CVDL;1505;15;5;0;180.8387097;93;11630;855.9354839;1129.774194;12759.77419
CVDL;1506;15;6;0;183.2;93;11630;858.6333333;1134.833333;12764.83333
CVDL;1507;15;7;0;185.6774194;93;11630;861.2258065;1139.903226;12769.90323
CVDL;1508;15;8;0;188.0967742;93;11630;864;1145.096774;12775.09677
