YYMM;YY;MM;Regions;Consommation;Thermique;Nucleaire;Eolien;Solaire;Hydraulique;Pompage;Bioenergies;Production;Renouvelable;Balance
1412;14;12;NlleA;9191958;183753;8377508;152810;88619;903131;0;226802;9932623;1371362;740665
1412;14;12;O;7876498;100574;2748840;541925;92249;2377633;-379110;139117;5621228;2771814;-2255270
1412;14;12;PACA;8382731;1586749;0;31369;84537;2057401;-5376;100001;3854681;2267932;-4528050
1412;14;12;PDL;5667413;1144471;0;210513;19446;6025;0;68641;1449096;304625;-4218317
1501;15;1;AURA;14189707;501110;19226579;141423;49522;5296378;-648945;146906;24712973;4985284;10523266
1501;15;1;B;4844080;160598;0;367523;11564;115882;-10072;51780;697275;536677;-4146805
1501;15;1;BFC;4696873;186064;0;151166;9912;243860;-4;32881;623879;437815;-4072994
1501;15;1;CVDL;4287930;115972;16886223;448172;12124;42657;0;64746;17569894;567699;13281964
1501;15;1;GE;9532752;2343900;16786079;1159231;18817;1612397;-238729;119210;21800905;2670926;12268153
1501;15;1;HF;10853185;1493482;7777941;1068954;6058;2976;0;166922;10516333;1244910;-336852
1501;15;1;IDF;16392533;997527;0;9873;3057;4016;0;187622;1202095;204568;-15190438
1501;15;1;N;6239804;585796;14993910;301699;6832;21548;0;87063;15996848;417142;9757044
1501;15;1;NlleA;9787497;215870;8200810;195834;109751;756195;0;239374;9717834;1301154;-69663
1501;15;1;O;8549324;91964;3664827;460506;124990;2166060;-392493;125971;6241825;2485034;-2307499
1501;15;1;PACA;9030030;1630943;0;24534;109453;2063116;-12772;97612;3912886;2281943;-5117144
1501;15;1;PDL;6071111;1551228;0;261681;25442;6326;0;65101;1909778;358550;-4161333
1502;15;2;AURA;13330773;647955;16901887;132311;66132;5567209;-482071;130010;22963433;5413591;9632660
1502;15;2;B;4612639;152528;0;324468;19313;107114;-8219;42933;638137;485609;-3974502
1502;15;2;BFC;4358278;203746;0;122928;20246;204726;-11;27992;579627;375881;-3778651
1502;15;2;CVDL;4006217;110084;15336943;395407;20520;47252;0;64823;15975029;528002;11968812
1502;15;2;GE;8809432;2670223;13172454;900123;41873;1153264;-202869;113401;17848469;2005792;9039037
1502;15;2;HF;9865188;1559254;7340087;791016;11305;2691;0;152722;9857075;957734;-8113
1502;15;2;IDF;14884967;1189329;0;8437;6153;4523;0;163906;1372348;183019;-13512619
1502;15;2;N;5785690;529167;12077838;216206;11090;25069;0;80964;12940334;333329;7154644
1502;15;2;NlleA;9011115;206444;6701250;198039;174672;844415;0;222032;8346852;1439158;-664263
1502;15;2;O;7998751;80812;3414906;438673;159592;2693311;-227722;119044;6678616;3182898;-1320135
1502;15;2;PACA;8440288;1638495;0;23570;129118;1922613;-4567;92070;3801299;2162804;-4638989
1502;15;2;PDL;5685747;1594456;0;263444;42606;6368;0;61004;1967878;373422;-3717869
1503;15;3;AURA;12668877;512111;16478397;149984;115192;5449656;-718863;148154;22134631;5144123;9465754
1503;15;3;B;4379340;163749;0;328850;28162;107143;-9603;54235;672536;508787;-3706804
1503;15;3;BFC;4031300;210437;0;108310;35318;187688;-3;33817;575567;365130;-3455733
1503;15;3;CVDL;3680443;114003;16197519;361915;33112;46312;0;71594;16824455;512933;13144012
1503;15;3;GE;8436414;1767195;10481289;941225;89773;1521422;-252772;110107;14658239;2409755;6221825
1503;15;3;HF;9791040;1296796;6973037;934851;20169;3139;0;171607;9399599;1129766;-391441
1503;15;3;IDF;14151153;986041;0;7629;10867;8332;0;174046;1186915;200874;-12964238
1503;15;3;N;5569708;473138;13165555;232701;18474;28254;0;97095;14015217;376524;8445509
1503;15;3;NlleA;8266908;203062;6960672;183647;228731;1055066;0;242829;8874007;1710273;607099
1503;15;3;O;6999075;98295;3629328;506171;228343;2737105;-260547;121408;7060103;3332480;61028
1503;15;3;PACA;7743249;1250304;0;20089;181926;1625152;-1950;104920;3180441;1930137;-4562808
1503;15;3;PDL;5326307;877349;0;244144;63308;7009;0;64408;1256218;378869;-4070089
1504;15;4;AURA;10502724;260275;14543142;132562;163578;4955758;-760196;123605;19418724;4615307;8916000
1504;15;4;B;3370342;4642;0;208094;43587;92726;-9370;51207;390886;386244;-2979456
1504;15;4;BFC;3382965;52561;0;100637;48249;181389;-741;21841;403936;351375;-2979029
1504;15;4;CVDL;2824164;332;12045028;301396;51079;21003;0;63082;12481920;436560;9657756
1504;15;4;GE;7185834;773505;10035775;693775;115537;1704934;-257449;107064;13173141;2363861;5987307
1504;15;4;HF;8271244;666393;4958473;635650;31528;2959;0;138254;6433257;808391;-1837987
1504;15;4;IDF;11101542;100773;0;5904;16439;9858;0;165243;298217;197444;-10803325
1504;15;4;N;4470862;682822;11061842;144557;28410;23617;0;64166;12005414;260750;7534552
1504;15;4;NlleA;6483865;80194;6388812;137188;372380;804460;0;191071;7974105;1505099;1490240
1504;15;4;O;5429936;-5535;3281363;353089;334561;2255761;-34687;99126;6283678;3007850;853742
1504;15;4;PACA;6206083;620104;0;17402;241650;1314153;-894;92327;2284742;1664638;-3921341
1504;15;4;PDL;4132826;130691;0;176579;89649;4935;0;52178;454032;323341;-3678794
1505;15;5;AURA;9613352;68835;13913447;172664;183420;5793415;-770815;130280;19491246;5508964;9877894
1505;15;5;B;3123749;844;0;225576;43131;90608;-9345;56025;406839;405995;-2716910
1505;15;5;BFC;3022204;39293;0;102982;50688;166794;-29;32624;392352;353059;-2629852
1505;15;5;CVDL;2569422;1487;11044828;279603;55750;21842;0;70459;11473969;427654;8904547
1505;15;5;GE;6701932;90010;13409068;692918;117461;1936469;-257540;111627;16100013;2600935;9398081
1505;15;5;HF;7692233;492042;5145006;701030;31194;2976;0;160456;6532704;895656;-1159529
1505;15;5;IDF;10325859;17583;0;5580;17447;6840;0;144400;191850;174267;-10134009
1505;15;5;N;4194588;379910;9647288;170336;28373;19505;0;85713;10331125;303927;6136537
1505;15;5;NlleA;5850052;27579;4157224;135788;388399;794455;0;237205;5740650;1555847;-109402
1505;15;5;O;4949291;-4948;3279926;469778;363893;2346687;-444103;97280;6108513;2833535;1159222
1505;15;5;PACA;5690646;254875;0;22430;279417;1727369;-1;98953;2383043;2128168;-3307603
1505;15;5;PDL;3731524;21195;0;178750;97891;3925;0;50121;351882;330687;-3379642
1506;15;6;AURA;9611862;91285;14392284;88632;202591;5186158;-632528;117625;19446047;4962478;9834185
1506;15;6;B;2897198;4318;0;194516;54475;90718;-10446;49611;383192;378874;-2514006
1506;15;6;BFC;3043359;38753;0;69451;57322;52531;-5588;26319;238788;200035;-2804571
1506;15;6;CVDL;2651087;1489;12650464;233525;65964;5424;0;62233;13019099;367146;10368012
1506;15;6;GE;6564202;110839;12926867;615971;131645;1870418;-227540;90386;15518586;2480880;8954384
1506;15;6;HF;7312902;393055;6076289;631758;38022;1804;0;154893;7295821;826477;-17081
1506;15;6;IDF;9793561;21220;0;4445;21413;12034;0;149085;208197;186977;-9585364
1506;15;6;N;3874988;356616;7882957;146165;35767;20205;0;65025;8506735;267162;4631747
1506;15;6;NlleA;5919890;26778;4043406;92328;470749;384472;0;241117;5258850;1188666;-661040
1506;15;6;O;5061659;-4741;3401661;274605;396066;1837020;-395524;90418;5599505;2202585;537846
1506;15;6;PACA;5764534;316150;0;13195;279283;1758861;0;100311;2467800;2151650;-3296734
1506;15;6;PDL;3607182;14202;0;143879;117275;1382;0;51778;328516;314314;-3278666
1507;15;7;AURA;10145846;234025;14795140;114256;212869;3886623;-460531;140212;18922594;3893429;8776748
1507;15;7;B;2970508;3383;0;179279;45943;83426;-9592;54554;356993;353610;-2613515
1507;15;7;BFC;3110484;37362;0;85780;59006;38177;-3199;30785;247911;210549;-2862573
1507;15;7;CVDL;2683303;1520;11071903;240580;60906;214;0;72017;11447140;373717;8763837
1507;15;7;GE;6598209;704679;16655715;676741;136554;1388538;-225422;91217;19428022;2067628;12829813
1507;15;7;HF;7236411;464410;6404012;695213;31792;1295;0;156512;7753234;884812;516823
1507;15;7;IDF;9822600;25640;0;5245;19610;7086;0;154214;211795;186155;-9610805
1507;15;7;N;3872389;349238;9485185;150626;29812;16098;0;73479;10104438;270015;6232049
1507;15;7;NlleA;6540618;59622;4818176;107716;455428;157484;0;247137;5845563;967765;-695055
1507;15;7;O;5751276;-5080;3256232;378406;393916;1294284;-356377;125292;5086673;1835521;-664603
1507;15;7;PACA;6807529;618981;0;13884;298717;1165444;0;112480;2209506;1590525;-4598023
1507;15;7;PDL;3784548;31578;0;147289;107215;46;0;47345;333473;301895;-3451075
1508;15;8;AURA;8881103;82813;15686416;110681;183304;3179247;-433926;137076;18945611;3176382;10064508
1508;15;8;B;2872064;896;0;166421;40130;97051;-10211;56818;351105;350209;-2520959
1508;15;8;BFC;2714428;35298;0;76165;52261;35334;-8743;31297;221612;186314;-2492816
1508;15;8;CVDL;2387579;1496;11430442;202284;54772;351;0;76275;11765620;333682;9378041
1508;15;8;GE;5976224;81298;15781225;586499;121693;1110988;-218886;90016;17552833;1690310;11576609
1508;15;8;HF;6587879;450046;4832374;464082;29874;532;0;154790;5931698;649278;-656181
1508;15;8;IDF;8886700;6741;0;6631;17481;8070;0;182079;221002;214261;-8665698
1508;15;8;N;3601156;390383;8830144;109530;27752;16561;0;71753;9446123;225596;5844967
1508;15;8;NlleA;5881388;36338;5928166;93951;412084;128538;0;223147;6822224;857720;940836
1508;15;8;O;5081520;-5528;1442968;309831;362950;1076806;-347631;134091;2973487;1536047;-2108033
1508;15;8;PACA;6354862;188571;0;10446;268547;1160151;0;124177;1751892;1563321;-4602970
1508;15;8;PDL;3466368;229220;0;113505;95273;385;0;49602;487985;258765;-2978383
1509;15;9;AURA;9509714;230566;12331182;141924;146798;3031414;-496541;141037;15526380;2964632;6016666
1509;15;9;B;2950005;1493;0;196012;40299;84723;-7973;51409;365963;364470;-2584042
1509;15;9;BFC;3098579;31751;0;127927;43410;98210;-7034;28202;322466;290715;-2776113
1509;15;9;CVDL;2549956;1475;13163181;329893;47232;791;0;72280;13614852;450196;11064896
1509;15;9;GE;6715417;891691;12686834;982669;91901;954656;-174090;96297;15529958;1951433;8814541
1509;15;9;HF;7573366;700771;5178152;692697;23086;1061;0;143542;6739309;860386;-834057
1509;15;9;IDF;9926288;12474;0;13001;14048;11648;0;172387;223558;211084;-9702730
1509;15;9;N;4010905;542848;9251015;161163;25239;17774;0;67118;10065157;271294;6054252
1509;15;9;NlleA;5885458;69092;7026719;154860;355407;316977;0;231821;8154876;1059065;2269418
1509;15;9;O;4865406;2362;1591104;328676;303103;971097;-156713;119261;3158890;1565424;-1706516
1509;15;9;PACA;5875442;586966;0;20147;227476;1378717;-47;103303;2316562;1729596;-3558880
1509;15;9;PDL;3672720;652230;0;191896;88259;77;0;55345;987807;335577;-2684913
1510;15;10;AURA;11124198;361275;13264347;125061;97803;3572969;-599616;124405;16946244;3320622;5822046
1510;15;10;B;3452662;2105;0;221481;24140;91419;-8836;48667;378976;376871;-3073686
1510;15;10;BFC;3636209;42140;0;91020;27715;79745;-6330;22778;257068;214928;-3379141
1510;15;10;CVDL;3015982;5557;11350456;218547;30081;3018;0;72577;11680236;324223;8664254
1510;15;10;GE;7806130;2137744;14681734;599902;54263;959623;-222107;105814;18316973;1497495;10510843
1510;15;10;HF;8655089;1028617;6344344;481731;14799;1288;0;143768;8014547;641586;-640542
1510;15;10;IDF;12100592;49600;0;7570;8447;12191;0;192420;270228;220628;-11830364
1510;15;10;N;4663179;629464;10896927;144497;15656;14964;0;68590;11770098;243707;7106919
1510;15;10;NlleA;6927153;101728;8620276;149808;282732;328550;0;194088;9677182;955178;2750029
1510;15;10;O;5660748;-5306;3668241;343029;226952;1084791;-85656;106162;5338213;1675278;-322535
1510;15;10;PACA;6459846;1758691;0;17534;164605;1591011;0;104042;3635883;1877192;-2823963
1510;15;10;PDL;4337114;1100996;0;176422;58968;16;0;61631;1398033;297037;-2939081
1511;15;11;AURA;11545024;599791;14375377;150221;80122;3108024;-581105;173386;17905816;2930648;6360792
1511;15;11;B;3623598;131480;0;390704;13566;89549;-9583;52789;668505;537025;-2955093
1511;15;11;BFC;3828050;158377;0;179667;18149;74503;-6653;31368;455411;297034;-3372639
1511;15;11;CVDL;3159962;105235;11505818;454483;20005;3767;0;79755;12169063;558010;9009101
1511;15;11;GE;8059384;1982475;16275206;1301933;32879;907148;-195871;120815;20424585;2166904;12365201
1511;15;11;HF;8940383;1400706;6174658;1321629;7491;1811;0;166197;9072492;1497128;132109
1511;15;11;IDF;12524407;710170;0;16512;4922;10758;0;185917;928279;218109;-11596128
1511;15;11;N;4860751;1006174;10665174;336822;9000;12691;0;78744;12108605;437257;7247854
1511;15;11;NlleA;7285988;208051;8962911;177096;193482;274867;0;240416;10056823;885861;2770835
1511;15;11;O;6265057;189131;3323436;483588;177493;1307324;-323858;135369;5292483;1779916;-972574
1511;15;11;PACA;7095899;1802431;0;20334;149895;1301304;0;121853;3395817;1593386;-3700082
1511;15;11;PDL;4503411;835296;0;249711;30856;1329;0;65435;1182627;347331;-3320784
1512;15;12;AURA;12431298;513033;15745493;139367;67403;3374458;-912582;179320;19106492;2847966;6675194
1512;15;12;B;4017544;200735;0;500867;10358;92549;-9743;52824;847590;646855;-3169954
1512;15;12;BFC;4149661;165516;0;174913;17494;115188;-1860;33514;504765;339249;-3644896
1512;15;12;CVDL;3540602;105504;15788535;390931;17460;3444;0;75718;16381592;487553;12840990
1512;15;12;GE;8254839;1611096;17474103;1182368;32638;1020833;-242946;121873;21199965;2114766;12945126
1512;15;12;HF;9196778;1183861;7669815;1517051;6643;2944;0;187604;10567918;1714242;1371140
1512;15;12;IDF;13581887;667251;0;14362;3982;14811;0;201318;901724;234473;-12680163
1512;15;12;N;5191759;1027252;11461681;405655;6818;18014;0;74791;12994211;505278;7802452
1512;15;12;NlleA;8297710;207358;8893529;222630;189795;330397;0;266326;10110035;1009148;1812325
1512;15;12;O;7192183;85409;3467781;290190;135314;1364237;-364262;138510;5117179;1563989;-2075004
1512;15;12;PACA;7976602;1573749;0;7003;82118;957001;0;128455;2748326;1174577;-5228276
1512;15;12;PDL;5058405;750690;0;300154;26742;3403;0;63694;1144683;393993;-3913722
1601;16;1;AURA;13784149;662522;17526702;170000;52916;5201796;-936867;182673;22859742;4670518;9075593
1601;16;1;B;4777785;217679;0;455293;10699;107011;-9662;51889;832909;615230;-3944876
1601;16;1;BFC;4469178;214433;0;208259;12672;194645;-2369;29926;657566;443133;-3811612
1601;16;1;CVDL;4063407;111766;16909169;524372;14137;28167;0;71447;17659058;638123;13595651
1601;16;1;GE;9462779;1757361;17774975;1458951;30531;1405573;-238246;162306;22351451;2819115;12888672
1601;16;1;HF;10405026;1447185;7330270;1491818;11183;3195;0;174979;10458630;1681175;53604
1601;16;1;IDF;15597377;712786;0;18087;3640;15838;0;207271;957622;244836;-14639755
1601;16;1;N;5932299;1070733;10680333;373218;6826;28587;0;69914;12229611;478545;6297312
1601;16;1;NlleA;8995885;250024;9386822;256407;150417;944375;0;261664;11249709;1612863;2253824
1601;16;1;O;7856200;255991;3510165;373840;117563;2131013;-341604;138375;6185343;2419187;-1670857
1601;16;1;PACA;8637388;1416426;0;11967;99741;1145520;0;146311;2819965;1403539;-5817423
1601;16;1;PDL;5761506;1327912;0;347302;26111;5670;0;51154;1758149;430237;-4003357
1602;16;2;AURA;12924143;444578;16419204;180695;66627;6111486;-701809;171871;22692652;5828870;9768509
1602;16;2;B;4466634;213197;0;400735;19317;107428;-6804;47253;781126;567929;-3685508
1602;16;2;BFC;4144143;187236;0;222175;15405;274939;-1023;27905;726637;539401;-3417506
1602;16;2;CVDL;3807218;108677;15605060;551145;23504;53670;0;64619;16406675;692938;12599457
1602;16;2;GE;8754363;1169632;14898334;1610357;39310;1599681;-205766;146680;19258228;3190262;10503865
1602;16;2;HF;9704745;1268721;5728235;1372768;14799;2783;0;156885;8544191;1547235;-1160554
1602;16;2;IDF;14249343;676606;0;18646;6559;3098;0;199349;904258;227652;-13345085
1602;16;2;N;5523450;838203;11272522;320256;12107;28131;0;65774;12536993;426268;7013543
1602;16;2;NlleA;8455545;241339;7412904;251455;233191;1298673;0;222060;9659622;2005379;1204077
1602;16;2;O;7237123;71777;3250186;515347;184317;2617721;-318726;128701;6449323;3127360;-787800
1602;16;2;PACA;7726639;1062579;0;22224;141368;1610087;0;160442;2996700;1934121;-4729939
1602;16;2;PDL;5360024;933455;0;329484;46675;5630;0;50514;1365758;432303;-3994266
1603;16;3;AURA;13262139;545206;15265201;180935;126977;5355206;-600280;183927;21057172;5246765;7795033
1603;16;3;B;4595317;226007;0;380804;32833;108690;-8758;50461;790037;564030;-3805280
1603;16;3;BFC;4233154;186395;0;183051;34760;216249;-2986;32423;649892;463497;-3583262
1603;16;3;CVDL;3820134;101184;15014906;457239;39757;40715;0;62183;15715984;599894;11895850
1603;16;3;GE;8953670;1802567;14676244;1260140;75671;1420948;-186941;149703;19198332;2719521;10244662
1603;16;3;HF;9815186;1321309;7290310;1110029;23318;3753;0;165126;9913845;1302226;98659
1603;16;3;IDF;14517171;639007;0;16598;10456;7384;0;212886;886331;247324;-13630840
1603;16;3;N;5690483;1221147;11220541;251000;19749;29494;0;74365;12816296;374608;7125813
1603;16;3;NlleA;8595312;229532;7341061;246781;386199;1110333;0;274381;9588287;2017694;992975
1603;16;3;O;7347812;82176;3589510;469278;285650;2869495;-295978;119899;7120030;3448344;-227782
1603;16;3;PACA;7774233;1192227;0;23832;217819;1884233;0;168083;3486194;2293967;-4288039
1603;16;3;PDL;5504855;1006686;0;332805;73732;6166;0;53596;1472985;466299;-4031870
1604;16;4;AURA;10821746;160876;13208297;168931;151041;5392076;-611696;157505;18627030;5257857;7805284
1604;16;4;B;3836681;4366;0;234444;40047;96320;-7772;46618;414023;409657;-3422658
1604;16;4;BFC;3468020;39808;0;104541;39624;203936;-175;29818;417552;377744;-3050468
1604;16;4;CVDL;3067312;477;11856958;258735;48138;44345;0;70317;12278970;421535;9211658
1604;16;4;GE;7590707;941255;14329691;762565;95178;1649608;-160417;125884;17743764;2472818;10153057
1604;16;4;HF;8405737;965305;5026734;766036;29887;3786;0;151614;6943362;951323;-1462375
1604;16;4;IDF;11901363;61758;0;9499;15005;10568;0;165259;262089;200331;-11639274
1604;16;4;N;4873366;894289;8324317;178653;26010;27480;0;68348;9519097;300491;4645731
1604;16;4;NlleA;7146849;112539;5944877;120231;431870;981455;0;248415;7839387;1781971;692538
1604;16;4;O;5803429;-1296;3379541;503934;346707;2579825;-35123;107221;6880809;3502564;1077380
1604;16;4;PACA;6175719;1182318;0;25025;252971;1879902;-4;152552;3492764;2310446;-2682955
1604;16;4;PDL;4681532;494310;0;198536;86550;6493;0;51174;837063;342753;-3844469
1605;16;5;AURA;9921434;127932;13300244;193733;180940;5613932;-617352;143222;18942651;5514475;9021217
1605;16;5;B;3124917;1939;0;171184;46797;97235;-9548;54420;362027;360088;-2762890
1605;16;5;BFC;3196219;44178;0;124442;46948;232563;-124;27581;475588;431410;-2720631
1605;16;5;CVDL;2620013;77;11528884;246807;52761;25135;0;76382;11930046;401085;9310033
1605;16;5;GE;6928733;469275;12688203;640444;115125;1978084;-203542;127024;15814613;2657135;8885880
1605;16;5;HF;7594584;707680;4805763;623901;34567;3362;0;161511;6336784;823341;-1257800
1605;16;5;IDF;10545359;45130;0;8416;15272;12711;0;198619;280148;235018;-10265211
1605;16;5;N;4046089;628221;8183595;140379;29932;23210;0;57659;9062996;251180;5016907
1605;16;5;NlleA;6164489;53125;6404052;135646;501991;921586;0;239809;8256209;1799032;2091720
1605;16;5;O;5218243;-2610;1910019;600008;405084;2462465;-425854;120702;5069814;3162405;-148429
1605;16;5;PACA;5835200;668619;0;26426;300534;1679342;-215;157964;2832670;2164051;-3002530
1605;16;5;PDL;3882000;21014;0;166353;98130;5517;0;53170;344184;323170;-3537816
1606;16;6;AURA;9324412;187168;10104003;91419;188391;6501398;-537120;144194;16679453;6388282;7355041
1606;16;6;B;2916409;3614;0;126684;37345;92040;-9337;43288;293634;290020;-2622775
1606;16;6;BFC;2991791;36000;0;73870;46542;265598;-200;28266;450076;414076;-2541715
1606;16;6;CVDL;2408719;6;10768868;173581;48922;35113;0;69204;11095694;326820;8686975
1606;16;6;GE;6520625;718017;11884289;427674;108702;1972095;-179862;101532;15032447;2430141;8511822
1606;16;6;HF;7387191;668345;5605296;506710;28908;2878;0;139988;6952125;678484;-435066
1606;16;6;IDF;9892004;33143;0;5682;14475;44;0;194012;247356;214213;-9644648
1606;16;6;N;3835034;575993;9746336;113465;25214;7304;0;54039;10522351;200022;6687317
1606;16;6;NlleA;5816461;54692;6553227;92430;474851;1069008;0;237360;8481568;1873649;2665107
1606;16;6;O;4959691;-1027;2573306;388986;417380;2190689;-372071;113281;5310544;2738265;350853
1606;16;6;PACA;5642559;666324;0;13657;308134;2209870;0;114585;3312570;2646246;-2329989
1606;16;6;PDL;3605165;23673;0;124512;87316;3825;0;54045;293371;269698;-3311794
1607;16;7;AURA;9602567;226161;10426409;107609;214243;5206445;-466634;152685;15866918;5214348;6264351
1607;16;7;B;2921041;1306;0;129883;49499;98208;-10972;59408;327332;326026;-2593709
1607;16;7;BFC;2995115;41850;0;57154;59628;77533;-104;35017;271078;229228;-2724037
1607;16;7;CVDL;2477809;1;8863593;173811;66328;4146;0;75279;9183158;319564;6705349
1607;16;7;GE;6501631;1023950;12852064;376271;132258;2008184;-208269;109859;16294317;2418303;9792686
1607;16;7;HF;7169451;896407;5033639;486797;36925;2974;0;155114;6611856;681810;-557595
1607;16;7;IDF;9514029;24669;0;5484;19310;11068;0;252959;313490;288821;-9200539
1607;16;7;N;3863865;450793;9239904;108544;33546;18923;0;70678;9922388;231691;6058523
1607;16;7;NlleA;6359077;52902;6818781;83570;575569;292518;0;237746;8061086;1189403;1702009
1607;16;7;O;5511460;400;3401343;372270;461909;1375742;-281670;135647;5465641;2063898;-45819
1607;16;7;PACA;6346179;954361;0;16630;333291;1496449;-1;145741;2946471;1992110;-3399708
1607;16;7;PDL;3696098;20970;0;114197;114342;1282;0;57175;307966;286996;-3388132
1608;16;8;AURA;8838455;171175;9316097;101700;214634;3591743;-530584;160431;13025196;3537924;4186741
1608;16;8;B;2879171;1052;0;177842;50023;97098;-10133;57233;373115;372063;-2506056
1608;16;8;BFC;2850754;35028;0;65159;59032;38779;0;35432;233430;198402;-2617324
1608;16;8;CVDL;2373340;1;9893926;192275;66303;570;0;81753;10234828;340901;7861488
1608;16;8;GE;6054441;1207685;11856109;432720;128740;1701681;-205932;100881;15221884;2158090;9167443
1608;16;8;HF;6686101;1302430;4359318;632041;35271;2381;0;165376;6496817;835069;-189284
1608;16;8;IDF;8898940;16279;0;6794;18287;9753;0;196297;247410;231131;-8651530
1608;16;8;N;3717036;515784;8674926;148980;32304;19365;0;76144;9467503;276793;5750467
1608;16;8;NlleA;6225854;57486;6604602;81866;580544;114137;0;227254;7665889;1003801;1440035
1608;16;8;O;5512264;127;3483304;375855;464963;1037270;-331104;137509;5167924;1684493;-344340
1608;16;8;PACA;6154047;583937;0;15083;322595;1116206;0;150930;2188751;1604814;-3965296
1608;16;8;PDL;3584355;2542;0;140674;115155;188;0;51851;310410;307868;-3273945
1609;16;9;AURA;9392043;333445;9715609;101102;162296;3032259;-631704;140792;12853799;2804745;3461756
1609;16;9;B;2929969;3280;0;151192;35296;88526;-7308;54786;325772;322492;-2604197
1609;16;9;BFC;3074601;38689;0;73245;44811;102358;-50;28160;287213;248524;-2787388
1609;16;9;CVDL;2449213;211;9682553;134045;47254;1606;0;72634;9938303;255539;7489090
1609;16;9;GE;6666790;2372301;13365182;392731;102715;1252475;-204625;105523;17386302;1648819;10719512
1609;16;9;HF;7284037;1775030;4336625;474865;27757;1268;0;159927;6775472;663817;-508565
1609;16;9;IDF;9641433;99549;0;4713;12740;10065;0;201434;328501;228952;-9312932
1609;16;9;N;3851392;918871;6893726;121808;21831;20070;0;71585;8047891;235294;4196499
1609;16;9;NlleA;5939017;48232;5472404;68387;452249;255269;0;200353;6496894;976258;557877
1609;16;9;O;5242264;1691;3458335;348411;372310;853540;-134585;124883;5024585;1564559;-217679
1609;16;9;PACA;5932020;1960659;0;10916;259526;1113139;0;141546;3485786;1525127;-2446234
1609;16;9;PDL;3667644;414737;0;97606;77381;0;0;51575;641299;226562;-3026345
1610;16;10;AURA;10861423;613526;11522409;128911;144036;2848028;-754852;127315;14629373;2493438;3767950
1610;16;10;B;3529614;9711;0;189976;43120;92804;-8596;52565;379580;369869;-3150034
1610;16;10;BFC;3604134;91972;0;131375;42122;65162;-60;22377;352948;260976;-3251186
1610;16;10;CVDL;2980542;7930;12042009;260184;44978;1342;0;75669;12432112;382173;9451570
1610;16;10;GE;7736463;2654792;12172619;712447;78792;950889;-245001;125755;16450293;1622882;8713830
1610;16;10;HF;8458582;1587760;3954743;576155;28520;1478;0;156037;6304693;762190;-2153889
1610;16;10;IDF;11755693;298829;0;8655;14589;9905;0;207393;539371;240542;-11216322
1610;16;10;N;4574159;707477;7116601;141321;24533;19997;0;77396;8087325;263247;3513166
1610;16;10;NlleA;6802272;107776;7405953;128589;411267;200697;0;150003;8404285;890556;1602013
1610;16;10;O;5643021;1271;3707291;325038;306115;970261;-195106;127890;5242760;1534198;-400261
1610;16;10;PACA;6283117;2827153;0;18865;205949;956934;-16;150053;4158938;1331785;-2124179
1610;16;10;PDL;4391296;923574;0;187504;87819;0;0;64321;1263218;339644;-3128078
1611;16;11;AURA;12143024;834412;10128641;168920;66024;3929839;-705351;185915;14608400;3645347;2465376
1611;16;11;B;4193222;188340;0;328750;15789;89992;-8409;51813;666275;477935;-3526947
1611;16;11;BFC;4084832;187207;0;187043;14454;117713;-1400;27494;532511;345304;-3552321
1611;16;11;CVDL;3567247;109000;12792014;443319;19024;13079;0;69177;13445613;544599;9878366
1611;16;11;GE;8663538;2949717;14359385;1146332;33254;1261689;-203311;163205;19710271;2401169;11046733
1611;16;11;HF;9523222;2275500;4145045;1067697;12246;1607;0;158928;7661023;1240478;-1862199
1611;16;11;IDF;13725466;1030798;0;13399;4683;11337;0;213268;1273485;242687;-12451981
1611;16;11;N;5290560;1110908;9999520;277784;9756;18880;0;70867;11487715;377287;6197155
1611;16;11;NlleA;7951817;270763;7286673;227793;219827;321595;0;251586;8578237;1020801;626420
1611;16;11;O;6671073;89449;3536074;471399;161203;1314241;-253512;134413;5453267;1827744;-1217806
1611;16;11;PACA;7208224;2638701;0;18358;128705;1349615;-65;163366;4298680;1659979;-2909544
1611;16;11;PDL;5060989;1370050;0;292047;37576;904;0;63559;1764136;394086;-3296853
1612;16;12;AURA;14217542;934664;12928505;121660;74377;3777488;-621320;191301;17406675;3543506;3189133
1612;16;12;B;4772983;283686;0;212456;12496;95046;-9578;53065;647171;363485;-4125812
1612;16;12;BFC;4664718;212654;0;128801;15680;107225;-7901;28342;484801;272147;-4179917
1612;16;12;CVDL;4185596;122588;16449949;188870;18862;6918;0;75920;16863107;290570;12677511
1612;16;12;GE;9474837;3290156;14473019;657903;32062;827555;-154024;176448;19303119;1539944;9828282
1612;16;12;HF;10291835;2638038;4795362;778127;12588;1486;0;152992;8378593;945193;-1913242
1612;16;12;IDF;15809878;988829;0;5760;4162;14132;0;229726;1242609;253780;-14567269
1612;16;12;N;6013356;1263365;13139987;193195;8971;21140;0;80346;14707004;303652;8693648
1612;16;12;NlleA;9213190;353747;7735414;155458;207684;368393;0;255816;9076512;987351;-136678
1612;16;12;O;7959577;98580;3739829;406605;175423;1786607;-277946;136508;6065606;2227197;-1893971
1612;16;12;PACA;8233688;2844504;0;14118;129257;1851024;-152;179791;5018542;2174038;-3215146
1612;16;12;PDL;5931146;1515525;0;193550;31156;1198;0;67219;1808648;293123;-4122498
