YYMM;YY;MM;Regions;Consommation;Thermique;Nucleaire;Eolien;Solaire;Hydraulique;Pompage;Bioenergies;Production;Renouvelable;Balance
1701;17;1;AURA;15983820;827598;16374962;176416;61934;4412065;-598351;172958;21427582;4225022;5443762
1701;17;1;B;5448620;329593;0;250165;15813;96582;-8685;56445;739913;410320;-4708707
1701;17;1;BFC;5212316;256064;0;184296;14473;124197;-4453;32373;606950;350886;-4605366
1701;17;1;CVDL;4751054;169951;17075397;332389;19245;8355;0;75983;17681320;435972;12930266
1701;17;1;GE;10585463;3547260;16878131;981247;32516;725387;-170880;170641;22164302;1738911;11578839
1701;17;1;HF;11392391;2734840;6084899;842738;7706;1807;0;161619;9833609;1013870;-1558782
1701;17;1;IDF;17785746;1639446;0;10270;4035;14666;0;215085;1883502;244056;-15902244
1701;17;1;N;6608577;1292053;12953054;191909;9190;23909;0;72605;14542720;297613;7934143
1701;17;1;NlleA;10753691;396715;7781218;252508;208054;539577;0;294664;9472736;1294803;-1280955
1701;17;1;O;9515290;111502;3808263;610669;175204;2139605;-341409;134195;6638029;2718264;-2877261
1701;17;1;PACA;9428965;2756416;0;30859;128361;2199101;-6694;204519;5312562;2556146;-4116403
1701;17;1;PDL;6697039;2240812;0;224201;36689;2047;0;64999;2568748;327936;-4128291
1702;17;2;AURA;12131749;694089;14520756;202227;88372;3757069;-666887;155632;18751258;3536413;6619509
1702;17;2;B;4292719;273199;0;355685;18553;95769;-8700;52591;787097;513898;-3505622
1702;17;2;BFC;3976549;178822;0;214925;20799;139373;0;30755;584674;405852;-3391875
1702;17;2;CVDL;3554354;139181;15236905;439972;22426;16439;0;66742;15921665;545579;12367311
1702;17;2;GE;8369412;2782870;13960518;1196892;41660;1059321;-164983;143922;19020200;2276812;10650788
1702;17;2;HF;9229717;2439889;4912885;1206296;8417;2686;0;163440;8733613;1380839;-496104
1702;17;2;IDF;13337869;718063;0;14357;5193;15336;0;201655;954604;236541;-12383265
1702;17;2;N;5242113;897741;9544035;298662;9939;25688;0;62483;10838548;396772;5596435
1702;17;2;NlleA;7962515;355671;6185396;272545;237919;526531;0;258707;7836769;1295702;-125746
1702;17;2;O;6861818;97389;2980753;545161;207508;2085418;-427581;123728;5612376;2534234;-1249442
1702;17;2;PACA;7109679;1839263;0;20370;139918;1163663;-9497;148481;3302198;1462935;-3807481
1702;17;2;PDL;5150166;1633695;0;308691;41927;3730;0;61639;2049682;415987;-3100484
1703;17;3;AURA;11917769;587429;15887622;179511;141021;5337493;-737153;174082;21570005;5094954;9652236
1703;17;3;B;4104309;302635;0;344001;31015;108474;-6758;58465;837832;535197;-3266477
1703;17;3;BFC;3863725;158365;0;237262;35828;195325;-4517;34223;656486;498121;-3207239
1703;17;3;CVDL;3460318;141491;16641591;410128;38076;40630;0;78069;17349985;566903;13889667
1703;17;3;GE;8240260;2035415;11065727;1387291;85422;1561372;-132825;138770;16141172;3040030;7900912
1703;17;3;HF;9129423;2127924;5384215;1391627;21072;2849;0;175552;9103239;1591100;-26184
1703;17;3;IDF;12898066;614717;0;19842;10843;9605;0;195345;850352;235635;-12047714
1703;17;3;N;5093379;982723;8896531;302660;18099;26266;0;66321;10292600;413346;5199221
1703;17;3;NlleA;7810422;372921;8288057;237586;359050;973970;0;286543;10518127;1857149;2707705
1703;17;3;O;6540200;94409;2424363;521919;334958;2553092;-449737;137230;5616234;3097462;-923966
1703;17;3;PACA;6946690;1807826;0;16849;236022;1545474;-12631;164207;3757747;1949921;-3188943
1703;17;3;PDL;5053906;822215;0;274462;67125;4427;0;66971;1235200;412985;-3818706
1704;17;4;AURA;10317440;313454;14233907;183000;201534;3383999;-601244;130849;17845499;3298138;7528059
1704;17;4;B;3367050;3358;0;180614;50284;94784;-8794;56680;376926;373568;-2990124
1704;17;4;BFC;3362378;54639;0;131171;56883;75251;-9683;34205;342466;287827;-3019912
1704;17;4;CVDL;2939361;334;15594231;218099;66184;9264;0;75255;15963367;368802;13024006
1704;17;4;GE;7187228;1545935;10336161;571715;117750;1121015;-120452;122305;13694429;1812333;6507201
1704;17;4;HF;8040400;1536481;4348003;567435;31289;2853;0;160186;6646247;761763;-1394153
1704;17;4;IDF;10943744;7108;0;9480;17775;13767;0;202952;251082;243974;-10692662
1704;17;4;N;4444385;791897;8366745;109521;31785;23302;0;70256;9393506;234864;4949121
1704;17;4;NlleA;6603142;124799;8045950;225354;590822;565478;0;274827;9827230;1656481;3224088
1704;17;4;O;5431402;3495;2542282;522769;473294;1916040;-413400;118424;5162904;2617127;-268498
1704;17;4;PACA;6015569;1177181;0;27190;303783;1050608;-11125;176735;2724372;1547191;-3291197
1704;17;4;PDL;4205087;1074640;0;194046;115652;1947;0;64475;1450760;376120;-2754327
1705;17;5;AURA;9984024;252408;11542914;149332;211851;4884891;-725275;124957;16441078;4645756;6457054
1705;17;5;B;3114583;7735;0;218069;52459;103128;-11028;61786;432149;424414;-2682434
1705;17;5;BFC;3264527;60699;0;149754;59926;98877;-12637;27816;384435;323736;-2880092
1705;17;5;CVDL;2632674;3;12839861;241683;66319;12543;0;85546;13245955;406091;10613281
1705;17;5;GE;6932825;1462728;12416839;603357;134724;1639035;-126838;130931;16260776;2381209;9327951
1705;17;5;HF;7747705;1076315;5121511;653745;34247;1715;0;164812;7052345;854519;-695360
1705;17;5;IDF;10423078;13579;0;10351;20364;9731;0;196313;250338;236759;-10172740
1705;17;5;N;4133696;446572;7111403;150804;33082;22555;0;71983;7836399;278424;3702703
1705;17;5;NlleA;6165314;77969;7567227;198017;591984;573872;0;257860;9266929;1621733;3101615
1705;17;5;O;5300285;3021;3626822;414844;487289;2028623;-430883;127128;6256844;2627001;956559
1705;17;5;PACA;6010257;405417;0;12760;331477;2016919;-13388;175661;2928846;2523429;-3081411
1705;17;5;PDL;3946326;773183;0;202299;120614;1850;0;58209;1156155;382972;-2790171
1706;17;6;AURA;9524426;52888;10745714;113826;225037;4877049;-608684;130052;15535882;4737280;6011456
1706;17;6;B;2870377;24174;0;172254;57418;89123;-10483;61987;394473;370299;-2475904
1706;17;6;BFC;3022510;47039;0;141255;65591;58502;-10971;32619;334035;286996;-2688475
1706;17;6;CVDL;2558030;28;10010305;213888;73989;7209;0;85262;10390681;380348;7832651
1706;17;6;GE;6607974;1108633;13299928;685350;146061;1512823;-152345;104628;16705078;2296517;10097104
1706;17;6;HF;7246385;1035917;4558549;791271;38917;1107;0;154664;6580425;985959;-665960
1706;17;6;IDF;9650336;37506;0;10087;22240;6495;0;216661;292989;255483;-9357347
1706;17;6;N;3771754;559744;6477317;149379;37530;15174;0;61173;7300317;263256;3528563
1706;17;6;NlleA;5996649;64040;5141450;156997;591036;353514;0;268832;6575869;1370379;579220
1706;17;6;O;5311615;4781;3495037;342303;486756;1442092;-313084;101938;5559823;2060005;248208
1706;17;6;PACA;6049351;628912;0;11180;349224;1788688;-17874;228497;2988627;2359715;-3060724
1706;17;6;PDL;3703009;297157;0;161044;131561;42;0;64845;654649;357492;-3048360
1707;17;7;AURA;9716990;44322;13173465;138684;216710;3708368;-416265;165207;17030491;3812704;7313501
1707;17;7;B;2956193;3373;0;215655;50737;94949;-11748;68610;421576;418203;-2534617
1707;17;7;BFC;3070508;48012;0;145081;57512;44280;-8531;32271;318625;270613;-2751883
1707;17;7;CVDL;2577716;51;9292276;285093;62065;1149;0;92705;9733339;441012;7155623
1707;17;7;GE;6635536;1498379;14966210;741766;127874;1361322;-147147;114018;18662422;2197833;12026886
1707;17;7;HF;7182615;1667425;3508031;816673;33681;395;0;171143;6197348;1021892;-985267
1707;17;7;IDF;9387568;8248;0;13268;18933;7083;0;260324;307856;299608;-9079712
1707;17;7;N;3851586;876030;7652729;170774;32478;14242;0;69775;8816028;287269;4964442
1707;17;7;NlleA;6247952;59937;5904924;151345;540519;321755;0;258380;7236860;1271999;988908
1707;17;7;O;5466289;86;1784530;529545;482811;1024782;-392146;121956;3551564;1766948;-1914725
1707;17;7;PACA;6411840;1210443;0;18007;385192;1176003;-9135;213279;2993789;1783346;-3418051
1707;17;7;PDL;3753459;815045;0;200667;112409;3;0;67802;1195926;380881;-2557533
1708;17;8;AURA;9002494;95566;14345408;110466;210449;3263179;-495060;144738;17674746;3233772;8672252
1708;17;8;B;2913617;2173;0;174596;48856;94047;-10611;68121;377182;375009;-2536435
1708;17;8;BFC;2745741;41010;0;103416;55941;43297;-9856;31547;265355;224345;-2480386
1708;17;8;CVDL;2404306;10;10446593;199730;62502;643;0;92198;10801676;355073;8397370
1708;17;8;GE;6009783;882789;11330364;511894;118762;1430339;-169171;119146;14224123;2010970;8214340
1708;17;8;HF;6741540;1184585;5582863;569094;30065;436;0;173529;7540572;773124;799032
1708;17;8;IDF;8685113;5941;0;10804;17537;6849;0;207382;248513;242572;-8436600
1708;17;8;N;3652571;592949;7752899;125366;30170;14273;0;77040;8592697;246849;4940126
1708;17;8;NlleA;6127133;65766;5811025;114290;577778;151225;0;269988;6990072;1113281;862939
1708;17;8;O;5510916;951;1864452;400602;459210;965836;-331008;133915;3493958;1628555;-2016958
1708;17;8;PACA;6366527;711546;0;13879;336922;1005146;-8180;193634;2252947;1541401;-4113580
1708;17;8;PDL;3542150;151173;0;149194;113818;0;0;60405;474590;323417;-3067560
1709;17;9;AURA;9522056;182389;16492470;109933;157246;2566553;-596622;133413;19045382;2370523;9523326
1709;17;9;B;3059863;3764;0;241670;34489;92086;-10095;58791;420705;416941;-2639158
1709;17;9;BFC;3085146;40549;0;143735;42230;119225;-7280;33569;372028;331479;-2713118
1709;17;9;CVDL;2469947;19;8812767;255721;48350;5974;0;88612;9211443;398657;6741496
1709;17;9;GE;6822489;1449480;10815538;767750;92399;1483698;-168534;124572;14564903;2299885;7742414
1709;17;9;HF;7546450;1223769;6201504;791694;23582;1064;0;164771;8406384;981111;859934
1709;17;9;IDF;9804539;14843;0;16025;13692;7263;0;231255;283078;268235;-9521461
1709;17;9;N;3938334;864761;7227913;188709;22598;18209;0;71772;8393962;301288;4455628
1709;17;9;NlleA;6000718;62568;7060170;146007;441018;254848;0;254297;8218908;1096170;2218190
1709;17;9;O;5116201;376;2047492;437884;365602;735528;-191759;118700;3513823;1465955;-1602378
1709;17;9;PACA;5753125;1272346;0;13518;283907;869964;-10187;192821;2622369;1350023;-3130756
1709;17;9;PDL;3734132;652631;0;186579;86378;356;0;59217;985161;332530;-2748971
1710;17;10;AURA;10265675;516688;11151880;172616;143783;2262024;-802277;156818;13601532;1932964;3335857
1710;17;10;B;3376099;5460;0;230341;25666;90877;-8977;53333;396700;391240;-2979399
1710;17;10;BFC;3484192;88898;0;180959;35619;85907;-1687;25973;415669;326771;-3068523
1710;17;10;CVDL;2785258;5708;8947186;278894;41511;550;0;95063;9368912;416018;6583654
1710;17;10;GE;7571803;2769114;10988847;961022;69249;1203331;-150690;138515;15979388;2221427;8407585
1710;17;10;HF;8192856;1962477;4843343;1186472;16941;1523;0;138709;8149465;1343645;-43391
1710;17;10;IDF;10902493;92265;0;17010;10295;8640;0;211790;340000;247735;-10562493
1710;17;10;N;4341100;920459;7092828;247424;17157;19804;0;77144;8374816;361529;4033716
1710;17;10;NlleA;6457322;124388;9269511;154410;385590;223054;0;275919;10432872;1038973;3975550
1710;17;10;O;5395377;1691;3715558;545222;325103;793428;-385140;125507;5121369;1404120;-274008
1710;17;10;PACA;5872796;2311451;0;18653;264841;745831;-14303;170165;3496638;1185187;-2376158
1710;17;10;PDL;4081491;1661932;0;181855;65295;222;0;65617;1974921;312989;-2106570
1711;17;11;AURA;12617885;705503;8552148;222556;76034;3488767;-693951;189259;12540316;3282665;-77569
1711;17;11;B;4208904;225506;0;274628;17867;91308;-9341;58223;658191;432685;-3550713
1711;17;11;BFC;4171403;207379;0;250918;16525;102745;-73;34708;612202;404823;-3559201
1711;17;11;CVDL;3609892;130947;10912199;363680;21595;1535;0;80785;11510741;467595;7900849
1711;17;11;GE;8636591;2721116;12507796;1076382;28822;1342041;-167802;175122;17683477;2454565;9046886
1711;17;11;HF;9491871;2570254;5629681;1042762;9977;2211;0;183638;9438523;1238588;-53348
1711;17;11;IDF;13477374;889125;0;21503;5294;8259;0;222339;1146520;257395;-12330854
1711;17;11;N;5197968;1194726;9874658;260898;9945;21219;0;81884;11443330;373946;6245362
1711;17;11;NlleA;8342405;292847;9512288;214462;268772;380391;0;266784;10935544;1130409;2593139
1711;17;11;O;7218815;94283;3653641;675333;215360;1329250;-339653;136229;5764443;2016519;-1454372
1711;17;11;PACA;7334460;2917546;0;26720;176859;1072815;-6562;242111;4429489;1511943;-2904971
1711;17;11;PDL;5094622;1914685;0;238766;43457;1370;0;66163;2264441;349756;-2830181
1712;17;12;AURA;14409308;633367;12870790;257856;42260;4706409;-755517;199220;17954385;4450228;3545077
1712;17;12;B;4866491;342126;0;433519;10581;107666;-10416;66221;949697;607571;-3916794
1712;17;12;BFC;4618364;252834;0;319968;9107;209063;-5406;37395;822961;570127;-3795403
1712;17;12;CVDL;4179225;142141;13823835;538896;11621;29467;0;84156;14630116;664140;10450891
1712;17;12;GE;9279351;2598249;15103045;1650035;16784;1561494;-171493;182083;20940197;3238903;11660846
1712;17;12;HF;10656322;2456980;6676810;1686948;5084;2922;0;196185;11024929;1891139;368607
1712;17;12;IDF;15348100;839432;0;30251;2760;9640;0;226440;1108523;269091;-14239577
1712;17;12;N;5931134;680471;12991690;393746;5686;28035;0;78815;14178443;506282;8247309
1712;17;12;NlleA;9658661;303680;9698495;338869;151610;834268;0;244756;11571678;1569503;1913017
1712;17;12;O;8925690;122473;3575345;709554;139669;1794841;-438563;137490;6040809;2342991;-2884881
1712;17;12;PACA;9161820;2139501;0;24726;119777;1235221;-9847;164593;3673971;1534470;-5487849
1712;17;12;PDL;5848190;1464148;0;377183;25882;4776;0;66339;1938328;474180;-3909862
1801;18;1;AURA;13476522;372930;17015554;279545;43958;5950903;-913520;197159;22946529;5558045;9470007
1801;18;1;B;4745546;341724;0;540600;8164;125163;-10562;62027;1067116;725392;-3678430
1801;18;1;BFC;4321365;241565;0;399531;8837;352299;-680;41372;1042924;801359;-3278441
1801;18;1;CVDL;3927224;176924;14693183;614259;10813;83309;0;88708;15667196;797089;11739972
1801;18;1;GE;8969955;927918;15917080;1990349;48533;1739693;-207280;139430;20555723;3710725;11585768
1801;18;1;HF;10950713;1402915;7852994;1986942;3521;2420;0;177816;11426608;2170699;475895
1801;18;1;IDF;14123224;561609;0;37456;1868;525;0;217271;818729;257120;-13304495
1801;18;1;N;5801059;757376;13074741;454438;4218;23702;0;73625;14388100;555983;8587041
1801;18;1;NlleA;8988188;341518;9515901;453041;141294;1529727;0;261553;12243034;2385615;3254846
1801;18;1;O;7919996;123435;3453952;759748;133812;3165720;-457862;135343;7314148;3736761;-605848
1801;18;1;PACA;8023656;1011100;0;21920;130988;1483376;-16808;148463;2779039;1767939;-5244617
1801;18;1;PDL;5625209;738736;0;470906;18372;4146;0;67190;1299350;560614;-4325859
1802;18;2;AURA;13763653;590079;14231223;174725;81398;5791529;-508905;179252;20539301;5717999;6775648
1802;18;2;B;4844702;342101;0;369758;27613;92818;-6559;57752;883483;541382;-3961219
1802;18;2;BFC;4450407;225014;0;227677;23126;275212;-1932;36217;785314;560300;-3665093
1802;18;2;CVDL;4192622;150589;13694604;406522;26928;54310;0;77202;14410155;564962;10217533
1802;18;2;GE;9148043;2335837;14444637;1226480;116034;1397629;-124751;129121;19524987;2744513;10376944
1802;18;2;HF;10084985;2266776;7064243;1506982;17063;2550;0;165308;11022922;1691903;937937
1802;18;2;IDF;15383969;693973;0;23892;7560;0;0;198281;923706;229733;-14460263
1802;18;2;N;5898935;1187322;11279330;319670;16229;20017;0;69467;12892035;425383;6993100
1802;18;2;NlleA;9449128;283690;8675415;352951;294587;1192676;0;229818;11029137;2070032;1580009
1802;18;2;O;8306402;113608;3416138;586296;221528;3313158;-330815;121646;7441559;3911813;-864843
1802;18;2;PACA;8371895;2206819;0;24661;178194;2070604;-4006;233183;4709455;2502636;-3662440
1802;18;2;PDL;5921151;1539466;0;340119;58870;5549;0;63185;2007189;467723;-3913962
1803;18;3;AURA;13457497;414378;14526164;244544;144262;5626890;-708225;185897;20433910;5493368;6976413
1803;18;3;B;4825375;367806;0;425379;29635;86623;-5045;63535;967933;600127;-3857442
1803;18;3;BFC;4367041;238017;0;287132;35811;240753;-5709;41283;837287;599270;-3529754
1803;18;3;CVDL;3867523;151569;14371747;490055;41252;43366;0;77463;15175452;652136;11307929
1803;18;3;GE;9161162;2028414;14257131;1350955;145260;1387179;-166333;149485;19152091;2866546;9990929
1803;18;3;HF;9914277;1810464;6686881;1527182;15813;3343;0;176428;10220111;1722766;305834
1803;18;3;IDF;14890436;753204;0;26936;10336;4;0;214950;1005430;252226;-13885006
1803;18;3;N;5799919;666014;10196410;338747;16787;22549;0;81397;11321904;459480;5521985
1803;18;3;NlleA;8786807;255035;7724081;443859;450147;1191788;0;211018;10275928;2296812;1489121
1803;18;3;O;7708386;114839;3655586;692304;344745;3278764;-379206;120823;7827855;4057430;119469
1803;18;3;PACA;8084554;1676983;0;24781;255198;2120615;-4223;239793;4313147;2636164;-3771407
1803;18;3;PDL;5676003;1346627;0;406693;75688;6269;0;67379;1902656;556029;-3773347
1804;18;4;AURA;10255466;29859;12673740;205291;203708;5567914;-822803;155158;18012867;5309268;7757401
1804;18;4;B;3515962;3858;0;272523;45284;96493;-8023;60399;470534;466676;-3045428
1804;18;4;BFC;3238296;33281;0;228130;55712;162907;-10772;39791;509049;475768;-2729247
1804;18;4;CVDL;2754915;779;12367495;284537;57629;36821;0;83947;12831208;462934;10076293
1804;18;4;GE;7022682;484512;11822778;1028588;200822;1523442;-142342;123139;15040939;2733649;8018257
1804;18;4;HF;7686269;812213;4913473;1067915;28063;3159;0;176128;7000951;1275265;-685318
1804;18;4;IDF;10596491;6562;0;17068;16956;2030;0;202672;245288;238726;-10351203
1804;18;4;N;4371328;392151;10130826;232085;27397;27267;0;68140;10877866;354889;6506538
1804;18;4;NlleA;6535606;26581;6055204;238083;557614;905779;0;222210;8005471;1923686;1469865
1804;18;4;O;5737294;658;3175351;529255;428975;2969313;-360835;107706;6850423;3674414;1113129
1804;18;4;PACA;6142406;85828;0;17094;316651;2444063;-2046;283567;3145157;3059329;-2997249
1804;18;4;PDL;4257238;397471;0;206713;103205;5884;0;63946;777219;379748;-3480019
1805;18;5;AURA;9733911;28730;12770307;133935;212243;6881324;-709142;179915;19497312;6698275;9763401
1805;18;5;B;3065562;2947;0;195021;61176;96564;-9749;68746;414705;411758;-2650857
1805;18;5;BFC;3095127;39988;0;136912;65711;92641;-11070;39071;363253;323265;-2731874
1805;18;5;CVDL;2534588;168;13534768;209198;78163;26108;0;94053;13942458;407522;11407870
1805;18;5;GE;6721056;177818;13693073;705548;224536;1723794;-136877;137805;16525697;2654806;9804641
1805;18;5;HF;7358898;546094;4940785;771678;38024;2974;0;183012;6482567;995688;-876331
1805;18;5;IDF;10017979;2879;0;15726;23786;12068;0;206741;261200;258321;-9756779
1805;18;5;N;3882591;569057;7630757;141128;40092;25169;0;80382;8486585;286771;4603994
1805;18;5;NlleA;6190762;36286;6180858;172528;663918;777101;0;270466;8101157;1884013;1910395
1805;18;5;O;5400209;749;2369247;538202;443857;2951163;-424645;120528;5999101;3629105;598892
1805;18;5;PACA;5734071;89469;0;11256;319480;2644833;-4573;179656;3240121;3150652;-2493950
1805;18;5;PDL;3830653;122708;0;173508;143373;4305;0;70359;514253;391545;-3316400
1806;18;6;AURA;9406368;29847;12286027;123251;269152;6816996;-532206;165177;19158244;6842370;9751876
1806;18;6;B;2890127;4403;0;167000;55109;87261;-9789;63822;367806;363403;-2522321
1806;18;6;BFC;2981030;36208;0;132644;78459;122463;-4156;42395;408013;371805;-2573017
1806;18;6;CVDL;2451785;160;11388104;204994;76756;24764;0;80785;11775563;387299;9323778
1806;18;6;GE;6601479;251076;13629853;512157;222871;1624540;-129517;141759;16252739;2371810;9651260
1806;18;6;HF;7059951;736683;4467029;705687;36433;2869;0;167906;6116607;912895;-943344
1806;18;6;IDF;9532398;5709;0;11403;21790;11790;0;205271;255963;250254;-9276435
1806;18;6;N;3676450;710640;8373596;117074;37187;22678;0;72432;9333607;249371;5657157
1806;18;6;NlleA;5811363;33083;5732194;218225;733930;715795;0;262331;7695558;1930281;1884195
1806;18;6;O;5075703;145;1340877;379915;545608;3011929;-393384;100457;4985547;3644525;-90156
1806;18;6;PACA;5681784;171629;0;14547;379675;2622307;-2886;91603;3276875;3105246;-2404909
1806;18;6;PDL;3655290;123240;0;156583;135385;4343;0;63945;483496;360256;-3171794
1807;18;7;AURA;9953206;46119;11889220;97354;294293;5228437;-444663;167414;17278174;5342835;7324968
1807;18;7;B;2980862;6650;0;158284;61974;92467;-10908;70637;379104;372454;-2601758
1807;18;7;BFC;3062059;38662;0;94988;83737;35743;-3862;44607;293875;255213;-2768184
1807;18;7;CVDL;2607391;7;12379451;152943;82627;3595;0;82151;12700774;321316;10093383
1807;18;7;GE;6786650;1714025;11007660;478502;238696;1064683;-114235;157709;14547040;1825355;7760390
1807;18;7;HF;7234132;1516367;5044879;532336;40486;1670;0;183488;7319226;757980;85094
1807;18;7;IDF;9803622;12394;0;9404;24805;10192;0;239920;296715;284321;-9506907
1807;18;7;N;3821590;408272;10445091;98832;42025;19830;0;63192;11077242;223879;7255652
1807;18;7;NlleA;6449287;33747;7478769;135132;808474;323143;0;273565;9052830;1540314;2603543
1807;18;7;O;5802601;329;1642472;312511;612784;2069491;-327650;118651;4428588;2785787;-1374013
1807;18;7;PACA;6377183;251632;0;9937;433935;1640520;-411;159566;2495179;2243547;-3882004
1807;18;7;PDL;3833946;1065051;0;123938;148420;1903;0;59039;1398351;333300;-2435595
1808;18;8;AURA;9104205;120862;11576705;128852;266439;4201459;-541281;159435;15912471;4214904;6808266
1808;18;8;B;2933424;3961;0;125042;50536;99663;-10889;71556;339869;335908;-2593555
1808;18;8;BFC;2809038;41662;0;130374;77190;38102;-2991;43396;327733;286071;-2481305
1808;18;8;CVDL;2512564;1206;12065671;190727;78446;173;0;92675;12428898;362021;9916334
1808;18;8;GE;6179613;1283544;7253717;598685;219144;819409;-98182;152739;10229056;1691795;4049443
1808;18;8;HF;6707045;1570638;4473533;764499;36048;1247;0;190288;7036253;992082;329208
1808;18;8;IDF;8774904;27462;0;13139;21298;8708;0;212500;283107;255645;-8491797
1808;18;8;N;3634325;551018;10690183;137927;36396;17757;0;81395;11514676;273475;7880351
1808;18;8;NlleA;6262886;45909;7272384;170546;788672;135854;0;279004;8692369;1374076;2429483
1808;18;8;O;5669212;48;1234139;415752;554628;1287100;-389820;123617;3225464;1991277;-2443748
1808;18;8;PACA;6242113;399272;0;11162;390582;1143291;-70;157821;2102058;1702786;-4140055
1808;18;8;PDL;3562885;752501;0;123526;136374;88;0;57177;1069666;317165;-2493219
1809;18;9;AURA;9288809;112610;12561762;114554;241692;2762674;-762199;157209;15188302;2513930;5899493
1809;18;9;B;2917181;2755;0;238465;47049;96878;-9445;63739;439441;436686;-2477740
1809;18;9;BFC;2966722;89286;0;144478;68241;119708;-3708;44864;462869;373583;-2503853
1809;18;9;CVDL;2441994;14933;11187825;257932;68459;605;0;95933;11625687;422929;9183693
1809;18;9;GE;6575517;1501067;11174445;696463;200994;801282;-107707;134385;14400929;1725417;7825412
1809;18;9;HF;7279778;1086304;3520290;834726;30492;194;0;172891;5644897;1038303;-1634881
1809;18;9;IDF;9388124;2578;0;15077;18448;6766;0;198336;241205;238627;-9146919
1809;18;9;N;3835447;293671;11068804;182657;33418;16484;0;68479;11663513;301038;7828066
1809;18;9;NlleA;5899840;42880;7498590;202109;679627;221320;0;255045;8899571;1358101;2999731
1809;18;9;O;5183538;70;3151316;331576;492481;984183;-350684;111616;4720558;1569172;-462980
1809;18;9;PACA;5558798;532375;0;10011;352160;1011925;-58;209998;2116411;1584036;-3442387
1809;18;9;PDL;3619587;438710;0;199092;117699;0;0;59761;815262;376552;-2804325
1810;18;10;AURA;10468891;334087;12273292;224555;170203;2518799;-795290;175650;14901296;2293917;4432405
1810;18;10;B;3489947;9977;0;301279;36617;87719;-9585;54659;480666;470689;-3009281
1810;18;10;BFC;3417150;86283;0;229463;48836;38597;-1051;57067;459195;372912;-2957955
1810;18;10;CVDL;2812963;16574;10425740;361183;50409;881;0;97764;10952551;510237;8139588
1810;18;10;GE;7583688;2349859;13625632;1072003;174601;706516;-162519;123774;17889866;1914375;10306178
1810;18;10;HF;8283612;1356298;6215045;1197459;25260;18;0;163142;8957222;1385879;673610
1810;18;10;IDF;11068117;23320;0;20531;16542;7934;0;205402;273729;250409;-10794388
1810;18;10;N;4481372;299602;10113500;246395;26196;17088;0;74980;10777761;364659;6296389
1810;18;10;NlleA;6607582;97338;6776030;311427;447693;181880;0;253219;8067587;1194219;1460005
1810;18;10;O;5618566;2874;3683649;717267;311461;1191729;-408134;123884;5622730;1936207;4164
1810;18;10;PACA;5668465;1632700;0;21952;224527;1040198;0;141729;3061106;1428406;-2607359
1810;18;10;PDL;4205672;1068821;0;278894;86840;0;0;65129;1499684;430863;-2705988
1811;18;11;AURA;11859721;646305;11844431;196184;93800;3284314;-842600;191017;15413451;2922715;3553730
1811;18;11;B;4276330;265444;0;387868;22896;84459;-9472;55006;806201;540757;-3470129
1811;18;11;BFC;3942623;218969;0;243130;27552;20980;-1373;62852;572110;353141;-3370513
1811;18;11;CVDL;3502638;117673;9156129;379514;26078;2390;0;85553;9767337;493535;6264699
1811;18;11;GE;8414776;2699985;16734485;1242779;98215;579497;-97252;141884;21399593;1965123;12984817
1811;18;11;HF;9431974;2498106;6040036;1523517;14788;709;0;164507;10241663;1703521;809689
1811;18;11;IDF;13516718;705830;0;21511;9722;7785;0;214526;959374;253544;-12557344
1811;18;11;N;5257683;568176;8770923;331594;15719;17780;0;71322;9775514;436415;4517831
1811;18;11;NlleA;8041321;335496;9116748;334732;280691;207192;0;269920;10544779;1092535;2503458
1811;18;11;O;6789868;111471;3620286;588360;197504;1924472;-393388;128189;6176894;2445137;-612974
1811;18;11;PACA;6839564;2095813;0;16564;124679;1659677;-60;129458;4026131;1930318;-2813433
1811;18;11;PDL;5131683;804846;0;347405;52941;677;0;66263;1272132;467286;-3859551
1812;18;12;AURA;13299809;492106;16679328;240274;51410;4902317;-802108;211450;21774777;4603343;8474968
1812;18;12;B;4568087;334714;0;426490;5003;103228;-11338;63168;921265;586551;-3646822
1812;18;12;BFC;4178790;261738;0;367380;10805;144722;-8703;54840;830782;569044;-3348008
1812;18;12;CVDL;3951125;122834;13741118;534174;11981;6508;0;85392;14502007;638055;10550882
1812;18;12;GE;8704296;1684510;17494082;1775369;39259;1274357;-90312;161654;22338919;3160327;13634623
1812;18;12;HF;9823414;1972364;7869697;1967569;3340;2862;0;165727;11981559;2139498;2158145
1812;18;12;IDF;14497978;698253;0;30475;1766;13342;0;230363;974199;275946;-13523779
1812;18;12;N;5618630;640678;8942605;435375;4167;26974;0;71450;10121249;537966;4502619
1812;18;12;NlleA;8572840;316690;9476423;440371;132693;411645;0;285750;11063572;1270459;2490732
1812;18;12;O;7691706;130777;3527606;652906;146225;1701812;-411829;131749;5879246;2220863;-1812460
1812;18;12;PACA;8159932;1530329;0;15670;144282;1639509;-6432;158363;3481721;1951392;-4678211
1812;18;12;PDL;5473773;697004;0;435980;15451;3961;0;66301;1218697;521693;-4255076
1901;19;1;AURA;15130581;819918;18063152;228775;77510;4532570;-630887;203536;23294574;4411504;8163993
1901;19;1;B;5117752;400584;0;265501;15118;93909;-11113;55557;819556;418972;-4298196
1901;19;1;BFC;4819653;253071;0;246547;18625;198650;-11263;45774;751404;498333;-4068249
